〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/08/08,8:45,28050,28070,28050,28060,475,,8:45,28050,28070,28050,28070,699,,8:45,28050,28070,28050,28060,771,,8:45,28050,28090,28030,28060,1184,,8:45,28050,28090,28030,28050,1526,,8:45,28050,28100,28030,28090,2983,,8:45,28050,28190,28030,28160,5216,,8:45,28050,28240,28030,28140,9564,,22/08/08,28050,28260,28030,28240,30610,,22/08/08,28200,28310,28070,28160,13630
22/08/08,8:46,28050,28060,28050,28060,192,,8:48,28070,28070,28060,28070,98,,8:50,28060,28090,28030,28060,413,,8:55,28060,28100,28030,28090,1799,,9:00,28050,28190,28030,28160,3690,,9:05,28090,28240,28080,28190,4067,,9:15,28160,28240,28120,28140,4348,,9:45,28150,28190,28100,28190,6509,,,,,,,,,,,,,,
22/08/08,8:47,28050,28070,28050,28070,32,,8:51,28070,28090,28030,28050,325,,8:55,28060,28060,28030,28050,342,,9:05,28090,28190,28080,28160,2233,,9:15,28160,28240,28150,28190,2355,,9:25,28190,28220,28120,28140,2514,,9:45,28150,28180,28100,28130,2793,,10:45,28190,28240,28170,28210,4200,,,,,,,,,,,,,,
22/08/08,8:48,28070,28070,28060,28070,66,,8:54,28050,28060,28050,28050,204,,9:00,28050,28100,28030,28090,1457,,9:15,28160,28240,28150,28190,1834,,9:30,28190,28200,28120,28140,1993,,9:45,28150,28180,28120,28120,2071,,10:15,28140,28190,28100,28190,3716,,11:45,28220,28260,28210,28230,2385,,,,,,,,,,,,,,
22/08/08,8:49,28060,28060,28060,28060,6,,8:57,28050,28050,28030,28050,200,,9:05,28090,28150,28080,28140,1187,,9:25,28190,28220,28170,28180,1309,,9:45,28150,28180,28130,28130,1527,,10:05,28120,28150,28100,28110,1889,,10:45,28190,28210,28170,28210,2559,,12:45,28240,28250,28190,28200,2762,,,,,,,,,,,,,,
22/08/08,8:50,28060,28070,28060,28070,26,,9:00,28050,28090,28030,28070,922,,9:10,28140,28190,28140,28160,1046,,9:35,28180,28200,28120,28140,1205,,10:00,28140,28140,28100,28130,1266,,10:25,28110,28190,28110,28190,2549,,11:15,28220,28240,28190,28210,1641,,13:45,28210,28260,28210,28230,1992,,,,,,,,,,,,,,
22/08/08,8:51,28070,28090,28070,28080,113,,9:03,28060,28100,28050,28080,717,,9:15,28160,28240,28150,28210,1011,,9:45,28150,28180,28130,28170,1010,,10:15,28140,28150,28100,28140,1570,,10:45,28190,28200,28170,28190,2043,,11:45,28220,28250,28210,28250,1127,,14:45,28240,28250,28220,28230,2344,,,,,,,,,,,,,,
22/08/08,8:52,28070,28070,28060,28060,95,,9:06,28080,28140,28080,28140,737,,9:20,28210,28220,28180,28190,823,,9:55,28170,28180,28120,28120,1061,,10:30,28150,28190,28140,28190,2146,,11:05,28190,28230,28180,28200,1143,,12:15,28250,28260,28230,28230,1258,,15:15,28240,28240,28240,28240,854,,,,,,,,,,,,,,
22/08/08,8:53,28050,28050,28030,28050,117,,9:09,28130,28190,28130,28180,923,,9:25,28190,28220,28170,28190,521,,10:05,28120,28130,28100,28130,722,,10:45,28190,28200,28170,28190,1608,,11:25,28210,28240,28200,28210,1014,,12:45,28240,28250,28220,28240,1135,,16:30,28200,28240,28180,28200,2036,,,,,,,,,,,,,,
