〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/01/06,8:45,27090,27110,27090,27100,653,,8:45,27090,27110,27090,27090,851,,8:45,27090,27110,27080,27100,916,,8:45,27090,27110,27080,27090,1027,,8:45,27090,27110,27050,27070,1434,,8:45,27090,27140,27040,27130,2932,,8:45,27090,27140,27040,27090,4411,,8:45,27090,27160,27040,27160,8052,,21/01/06,27090,27170,26970,27010,41513,,21/01/06,27080,27450,26920,27330,24419
21/01/06,8:46,27100,27100,27100,27100,39,,8:48,27090,27100,27080,27100,132,,8:50,27100,27100,27090,27090,111,,8:55,27090,27140,27040,27130,1905,,9:00,27070,27140,27040,27090,2977,,9:05,27140,27140,27050,27120,2621,,9:15,27090,27160,27070,27160,3641,,9:45,27160,27170,27000,27030,8159,,,,,,,,,,,,,,
21/01/06,8:47,27100,27110,27090,27090,159,,8:51,27090,27090,27090,27090,33,,8:55,27090,27090,27050,27070,407,,9:05,27140,27140,27050,27090,1479,,9:15,27090,27150,27070,27130,1802,,9:25,27120,27160,27110,27160,2499,,9:45,27160,27170,27130,27150,2704,,10:45,27030,27110,27010,27090,4387,,,,,,,,,,,,,,
21/01/06,8:48,27090,27090,27080,27080,16,,8:54,27090,27090,27060,27060,106,,9:00,27070,27140,27040,27130,1498,,9:15,27090,27120,27070,27120,1142,,9:30,27140,27160,27110,27160,1839,,9:45,27160,27170,27130,27140,2033,,10:15,27150,27150,27000,27030,5455,,11:45,27090,27110,27000,27020,4814,,,,,,,,,,,,,,
21/01/06,8:49,27090,27100,27090,27100,49,,8:57,27060,27070,27050,27070,312,,9:05,27140,27140,27090,27090,758,,9:25,27120,27150,27110,27130,989,,9:45,27160,27160,27130,27150,1459,,10:05,27140,27150,27040,27070,3076,,10:45,27030,27080,27010,27050,2662,,12:45,27020,27070,26970,27040,5916,,,,,,,,,,,,,,
21/01/06,8:50,27100,27100,27100,27100,67,,9:00,27070,27110,27040,27080,898,,9:10,27090,27100,27050,27090,721,,9:35,27130,27160,27120,27160,1510,,10:00,27150,27170,27130,27150,1245,,10:25,27070,27080,27000,27030,3050,,11:15,27050,27110,27050,27090,1725,,13:45,27050,27120,27020,27050,4688,,,,,,,,,,,,,,
21/01/06,8:51,27090,27090,27090,27090,25,,9:03,27080,27140,27080,27110,770,,9:15,27090,27100,27070,27080,552,,9:45,27160,27160,27140,27150,864,,10:15,27150,27150,27030,27040,3312,,10:45,27030,27080,27010,27070,1911,,11:45,27090,27110,27010,27050,2350,,14:45,27050,27050,27000,27030,3637,,,,,,,,,,,,,,
21/01/06,8:52,27090,27090,27090,27090,1,,9:06,27110,27130,27100,27110,367,,9:20,27090,27120,27080,27120,590,,9:55,27150,27170,27130,27140,1169,,10:30,27040,27070,27000,27030,2143,,11:05,27070,27080,27050,27070,1391,,12:15,27040,27040,27000,27020,2464,,15:15,27010,27010,27010,27010,1860,,,,,,,,,,,,,,
21/01/06,8:53,27090,27090,27090,27090,7,,9:09,27110,27110,27050,27070,624,,9:25,27120,27150,27120,27130,660,,10:05,27140,27150,27130,27150,671,,10:45,27030,27060,27010,27050,1369,,11:25,27070,27110,27070,27090,1085,,12:45,27020,27030,26970,26970,2435,,16:30,27080,27090,26920,26980,3461,,,,,,,,,,,,,,
21/01/06,8:54,27090,27090,27090,27090,11,,9:12,27070,27100,27070,27090,318,,9:30,27140,27140,27110,27130,329,,10:15,27150,27150,27040,27070,2405,,11:00,27040,27080,27020,27050,1293,,11:45,27090,27110,27010,27010,1612,,13:15,26970,27070,26970,27040,3481,,17:30,26980,27040,26960,27020,2177,,,,,,,,,,,,,,
21/01/06,8:55,27090,27090,27090,27090,3,,9:15,27090,27100,27090,27100,245,,9:35,27130,27150,27120,27150,749,,10:25,27070,27080,27030,27070,1541,,11:15,27050,27100,27050,27100,955,,12:05,27010,27050,27010,27020,1207,,13:45,27050,27090,27020,27080,2297,,18:30,27020,27100,27010,27060,1416,,,,,,,,,,,,,,
21/01/06,8:56,27080,27080,27060,27060,92,,9:18,27100,27100,27070,27100,463,,9:40,27150,27160,27140,27160,761,,10:35,27070,27070,27000,27030,1509,,11:30,27100,27110,27090,27090,770,,12:25,27020,27040,27000,27020,1995,,14:15,27090,27120,27050,27050,2391,,19:30,27070,27110,27050,27070,1137,,,,,,,,,,,,,,
