〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
20/06/26,8:45,22450,22460,22430,22440,560,,8:45,22450,22460,22430,22440,762,,8:45,22450,22460,22420,22430,835,,8:45,22450,22460,22420,22420,1206,,8:45,22450,22460,22410,22410,1700,,8:45,22450,22460,22370,22400,3123,,8:45,22450,22460,22370,22390,4729,,8:45,22450,22460,22340,22390,7214,,20/06/26,22450,22530,22340,22420,30730,,20/06/26,22410,22480,22200,22230,17885
20/06/26,8:46,22440,22460,22440,22450,171,,8:48,22440,22440,22420,22430,113,,8:50,22420,22440,22420,22420,371,,8:55,22420,22440,22370,22400,1917,,9:00,22410,22430,22370,22390,3029,,9:05,22400,22430,22370,22400,2592,,9:15,22390,22420,22340,22390,2485,,9:45,22390,22430,22370,22400,3560,,,,,,,,,,,,,,
20/06/26,8:47,22440,22440,22440,22440,31,,8:51,22430,22430,22420,22420,230,,8:55,22420,22440,22410,22410,494,,9:05,22400,22430,22370,22390,1606,,9:15,22390,22420,22370,22390,1339,,9:25,22400,22410,22340,22390,1499,,9:45,22390,22430,22380,22420,1715,,10:45,22400,22460,22380,22410,3452,,,,,,,,,,,,,,
20/06/26,8:48,22440,22440,22420,22420,72,,8:54,22440,22440,22420,22430,271,,9:00,22410,22420,22370,22400,1423,,9:15,22390,22420,22370,22400,986,,9:30,22390,22400,22340,22390,1146,,9:45,22390,22430,22380,22410,1168,,10:15,22410,22430,22370,22400,1845,,11:45,22410,22470,22410,22450,2481,,,,,,,,,,,,,,
20/06/26,8:49,22430,22430,22430,22430,1,,8:57,22430,22430,22410,22410,324,,9:05,22400,22420,22390,22400,687,,9:25,22400,22410,22360,22390,825,,9:45,22390,22420,22380,22420,1011,,10:05,22410,22430,22400,22410,1130,,10:45,22400,22460,22400,22420,2182,,12:45,22450,22530,22440,22510,3745,,,,,,,,,,,,,,
20/06/26,8:50,22420,22440,22420,22430,40,,9:00,22410,22420,22370,22400,986,,9:10,22400,22430,22370,22390,919,,9:35,22380,22400,22340,22390,674,,10:00,22420,22430,22400,22420,704,,10:25,22420,22420,22370,22400,1262,,11:15,22430,22430,22380,22410,1270,,13:45,22510,22520,22460,22480,3467,,,,,,,,,,,,,,
20/06/26,8:51,22430,22430,22420,22430,68,,9:03,22400,22410,22370,22410,639,,9:15,22390,22410,22370,22410,546,,9:45,22390,22400,22380,22400,633,,10:15,22410,22430,22400,22400,956,,10:45,22400,22450,22400,22440,1684,,11:45,22410,22440,22410,22410,1052,,14:45,22480,22490,22420,22440,5254,,,,,,,,,,,,,,
20/06/26,8:52,22430,22430,22420,22420,8,,9:06,22410,22420,22390,22400,325,,9:20,22400,22420,22400,22400,440,,9:55,22400,22430,22390,22410,535,,10:30,22400,22410,22370,22400,889,,11:05,22440,22460,22380,22390,1024,,12:15,22420,22470,22420,22450,1429,,15:15,22420,22420,22420,22420,1557,,,,,,,,,,,,,,
20/06/26,8:53,22430,22430,22420,22420,154,,9:09,22390,22420,22390,22420,378,,9:25,22400,22410,22380,22390,353,,10:05,22410,22430,22400,22420,547,,10:45,22400,22450,22400,22440,1213,,11:25,22400,22420,22400,22410,744,,12:45,22450,22500,22440,22490,2184,,16:30,22410,22420,22330,22350,2643,,,,,,,,,,,,,,
20/06/26,8:54,22440,22440,22420,22420,101,,9:12,22430,22430,22370,22390,701,,9:30,22390,22390,22360,22390,472,,10:15,22410,22430,22400,22410,583,,11:00,22440,22460,22420,22420,969,,11:45,22410,22440,22410,22430,720,,13:15,22490,22530,22490,22510,1561,,17:30,22340,22420,22340,22400,918,,,,,,,,,,,,,,
20/06/26,8:55,22420,22440,22420,22430,101,,9:15,22390,22390,22370,22380,390,,9:35,22380,22380,22340,22370,494,,10:25,22420,22420,22370,22390,742,,11:15,22430,22430,22380,22410,837,,12:05,22430,22440,22410,22420,435,,13:45,22510,22520,22470,22490,1870,,18:30,22400,22460,22400,22440,1018,,,,,,,,,,,,,,
20/06/26,8:56,22430,22440,22430,22430,69,,9:18,22390,22410,22390,22410,268,,9:40,22370,22400,22370,22390,180,,10:35,22400,22410,22380,22400,520,,11:30,22410,22420,22400,22410,433,,12:25,22430,22470,22420,22450,1326,,14:15,22490,22500,22460,22480,1597,,19:30,22440,22480,22430,22430,550,,,,,,,,,,,,,,
20/06/26,8:57,22430,22430,22420,22430,11,,9:21,22420,22420,22400,22410,243,,9:45,22390,22390,22380,22380,367,,10:45,22400,22440,22400,22440,862,,11:45,22410,22440,22410,22420,601,,12:45,22450,22490,22440,22470,1521,,14:45,22480,22490,22420,22440,5254,,20:30,22430,22440,22400,22420,724,,,,,,,,,,,,,,
20/06/26,8:58,22430,22430,22430,22430,8,,9:24,22410,22410,22390,22390,274,,9:50,22380,22400,22380,22400,266,,10:55,22450,22450,22430,22440,822,,12:00,22420,22440,22410,22410,451,,13:05,22480,22520,22470,22520,1368,,15:15,22420,22420,22420,22420,1557,,21:30,22420,22440,22380,22410,553,,,,,,,,,,,,,,
20/06/26,8:59,22420,22420,22410,22410,305,,9:27,22390,22410,22380,22390,164,,9:55,22400,22420,22390,22420,378,,11:05,22440,22460,22420,22420,498,,12:15,22420,22440,22420,22420,250,,13:25,22520,22530,22490,22510,856,,16:30,22410,22420,22390,22400,976,,22:30,22400,22420,22260,22280,3001,,,,,,,,,,,,,,
20/06/26,9:00,22410,22420,22390,22400,540,,9:30,22390,22390,22360,22370,401,,10:00,22420,22430,22410,22410,157,,11:15,22430,22430,22380,22390,526,,12:30,22420,22470,22420,22450,1179,,13:45,22510,22520,22470,22490,1487,,17:00,22400,22400,22330,22350,1667,,23:30,22270,22290,22200,22250,4028,,,,,,,,,,,,,,
20/06/26,9:01,22400,22400,22380,22380,297,,9:33,22370,22390,22370,22370,150,,10:05,22410,22420,22400,22400,377,,11:25,22400,22420,22400,22420,448,,12:45,22450,22470,22440,22460,1026,,14:05,22500,22500,22480,22490,895,,17:30,22340,22400,22340,22390,609,,0:30,22260,22290,22210,22250,1472,,,,,,,,,,,,,,
