〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
20/06/09,8:45,23180,23180,23168,23180,1164,,8:45,23180,23180,23160,23170,1308,,8:45,23180,23180,23160,23160,1431,,8:45,23180,23180,23150,23170,1770,,8:45,23180,23180,23140,23140,5212,,8:45,23180,23180,23118,23150,6583,,8:45,23180,23190,23118,23160,10947,,8:45,23180,23190,23000,23010,23599,,20/06/09,23180,23190,22930,23110,93088,,20/06/09,,0,0,,0
20/06/09,8:46,23180,23180,23160,23170,81,,8:48,23180,23180,23160,23160,203,,8:50,23160,23170,23150,23170,339,,8:55,23170,23180,23118,23150,4813,,9:00,23140,23190,23118,23160,5735,,9:05,23160,23190,23100,23119,11742,,9:15,23160,23189,23000,23010,12652,,9:45,23009,23070,22930,23050,21802,,,,,,,,,,,,,,
20/06/09,8:47,23170,23180,23170,23170,63,,8:51,23160,23160,23150,23160,115,,8:55,23170,23180,23140,23140,3442,,9:05,23160,23190,23150,23160,4364,,9:15,23160,23189,23100,23130,8239,,9:25,23120,23140,23000,23010,5274,,9:45,23009,23040,22930,22980,9406,,10:45,23050,23090,23011,23070,8446,,,,,,,,,,,,,,
20/06/09,8:48,23180,23180,23170,23170,29,,8:54,23160,23180,23160,23168,3213,,9:00,23140,23150,23118,23150,1371,,9:15,23160,23189,23100,23119,7378,,9:30,23120,23140,23000,23010,4413,,9:45,23009,23040,22930,22949,7728,,10:15,22980,23070,22970,23050,12396,,11:45,23070,23080,22990,22991,5469,,,,,,,,,,,,,,
20/06/09,8:49,23160,23168,23160,23160,94,,8:57,23160,23160,23140,23140,373,,9:05,23160,23190,23150,23180,3377,,9:25,23120,23140,23040,23050,2434,,9:45,23009,23040,22990,23020,4991,,10:05,22950,23020,22940,22991,7869,,10:45,23050,23090,23040,23041,5021,,12:45,23000,23050,22960,23050,10269,,,,,,,,,,,,,,
20/06/09,8:50,23160,23160,23160,23160,80,,9:00,23140,23150,23120,23130,879,,9:10,23180,23190,23159,23160,987,,9:35,23060,23070,23000,23010,2840,,10:00,23020,23020,22930,22980,4415,,10:25,23000,23070,22990,23050,6205,,11:15,23050,23070,23011,23070,3425,,13:45,23050,23080,23010,23080,6749,,,,,,,,,,,,,,
20/06/09,8:51,23160,23160,23160,23160,45,,9:03,23120,23170,23118,23169,3072,,9:15,23160,23189,23150,23160,5603,,9:45,23009,23040,22990,23040,1901,,10:15,22980,23020,22970,23001,7731,,10:45,23050,23090,23050,23071,3657,,11:45,23070,23080,23010,23020,2520,,14:45,23071,23190,23060,23150,15125,,,,,,,,,,,,,,
20/06/09,8:52,23160,23160,23160,23160,1,,9:06,23170,23170,23150,23170,462,,9:20,23160,23160,23100,23119,1775,,9:55,23040,23040,22930,22949,5827,,10:30,23000,23070,23000,23050,4665,,11:05,23070,23071,23020,23020,2896,,12:15,23011,23050,22990,22991,2949,,15:15,23110,23110,23110,23110,1629,,,,,,,,,,,,,,
20/06/09,8:53,23150,23160,23150,23160,69,,9:09,23170,23190,23170,23190,803,,9:25,23120,23140,23120,23130,861,,10:05,22950,23000,22940,22980,1678,,10:45,23050,23080,23050,23071,2761,,11:25,23020,23070,23011,23070,1893,,12:45,23000,23010,22960,22981,5020,,16:30,,0,0,,0,,,,,,,,,,,,,,
20/06/09,8:54,23160,23170,23160,23170,144,,9:12,23180,23189,23159,23160,519,,9:30,23120,23140,23040,23050,1573,,10:15,22980,23020,22970,22991,6191,,11:00,23080,23090,23040,23041,2260,,11:45,23070,23080,23040,23060,1518,,13:15,22990,23050,22990,23050,5249,,17:30,,0,0,,0,,,,,,,,,,,,,,
