〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/01/12,8:45,28440,28440,28420,28440,550,,8:45,28440,28450,28410,28420,901,,8:45,28440,28450,28400,28410,975,,8:45,28440,28450,28400,28430,1069,,8:45,28440,28450,28400,28450,1307,,8:45,28440,28510,28400,28500,2249,,8:45,28440,28580,28400,28560,4156,,8:45,28440,28590,28400,28550,6496,,22/01/12,28440,28790,28400,28740,29949,,22/01/12,28710,28790,28600,28650,15014
22/01/12,8:46,28440,28450,28430,28430,125,,8:48,28420,28430,28400,28420,120,,8:50,28420,28430,28420,28430,94,,8:55,28440,28510,28440,28500,1180,,9:00,28460,28580,28450,28560,2849,,9:05,28510,28590,28510,28580,2869,,9:15,28560,28590,28520,28550,2340,,9:45,28550,28630,28530,28600,3265,,,,,,,,,,,,,,
22/01/12,8:47,28420,28430,28410,28420,226,,8:51,28420,28420,28420,28420,5,,8:55,28440,28450,28440,28450,238,,9:05,28510,28580,28510,28560,1907,,9:15,28560,28590,28530,28550,1458,,9:25,28580,28590,28520,28550,1378,,9:45,28550,28570,28540,28560,1190,,10:45,28610,28750,28580,28740,7223,,,,,,,,,,,,,,
22/01/12,8:48,28420,28430,28410,28420,31,,8:54,28430,28450,28430,28450,132,,9:00,28460,28510,28450,28500,942,,9:15,28560,28590,28560,28580,962,,9:30,28550,28570,28520,28550,882,,9:45,28550,28570,28540,28550,695,,10:15,28560,28630,28530,28600,2075,,11:45,28730,28750,28710,28740,1653,,,,,,,,,,,,,,
22/01/12,8:49,28420,28420,28400,28410,43,,8:57,28450,28450,28440,28450,149,,9:05,28510,28580,28510,28560,1314,,9:25,28580,28590,28520,28530,868,,9:45,28550,28570,28540,28560,535,,10:05,28560,28570,28530,28550,913,,10:45,28610,28720,28580,28710,4842,,12:45,28740,28760,28720,28720,2235,,,,,,,,,,,,,,
22/01/12,8:50,28420,28420,28420,28420,46,,9:00,28460,28500,28450,28490,402,,9:10,28570,28580,28540,28560,593,,9:35,28520,28570,28520,28550,510,,10:00,28560,28570,28540,28560,655,,10:25,28550,28630,28550,28600,1657,,11:15,28710,28750,28710,28740,2381,,13:45,28720,28750,28680,28740,2456,,,,,,,,,,,,,,
22/01/12,8:51,28420,28420,28420,28420,5,,9:03,28500,28530,28480,28520,809,,9:15,28560,28590,28560,28580,541,,9:45,28550,28570,28550,28570,296,,10:15,28560,28560,28530,28560,467,,10:45,28610,28700,28580,28700,2796,,11:45,28730,28740,28720,28730,478,,14:45,28740,28790,28720,28720,4950,,,,,,,,,,,,,,
22/01/12,8:52,28420,28420,28420,28420,0,,9:06,28520,28570,28510,28570,831,,9:20,28580,28580,28570,28580,421,,9:55,28570,28570,28540,28550,399,,10:30,28560,28630,28560,28600,1608,,11:05,28700,28740,28690,28730,3220,,12:15,28730,28750,28710,28740,1175,,15:15,28740,28740,28740,28740,1671,,,,,,,,,,,,,,
22/01/12,8:53,28420,28420,28420,28420,0,,9:09,28570,28580,28550,28560,477,,9:25,28580,28590,28530,28550,496,,10:05,28560,28570,28540,28560,495,,10:45,28610,28660,28580,28650,1320,,11:25,28720,28750,28710,28740,1207,,12:45,28740,28760,28720,28750,1126,,16:30,28710,28730,28640,28640,1741,,,,,,,,,,,,,,
22/01/12,8:54,28430,28430,28430,28430,43,,9:12,28560,28580,28540,28560,330,,9:30,28550,28560,28520,28530,372,,10:15,28560,28560,28530,28550,418,,11:00,28650,28720,28650,28710,3522,,11:45,28730,28740,28720,28740,380,,13:15,28750,28760,28720,28720,1109,,17:30,28640,28680,28610,28680,1883,,,,,,,,,,,,,,
22/01/12,8:55,28440,28450,28440,28450,89,,9:15,28560,28590,28560,28590,399,,9:35,28520,28540,28520,28540,164,,10:25,28550,28570,28550,28560,345,,11:15,28710,28740,28710,28730,1669,,12:05,28730,28740,28720,28730,240,,13:45,28720,28730,28680,28710,1185,,18:30,28680,28700,28660,28660,756,,,,,,,,,,,,,,
22/01/12,8:56,28450,28450,28450,28450,0,,9:18,28590,28590,28580,28580,238,,9:40,28550,28570,28550,28550,346,,10:35,28560,28630,28560,28600,1312,,11:30,28730,28750,28730,28740,712,,12:25,28730,28750,28710,28740,1033,,14:15,28710,28750,28680,28740,1271,,19:30,28660,28690,28650,28680,450,,,,,,,,,,,,,,
22/01/12,8:57,28450,28450,28440,28450,69,,9:21,28580,28580,28570,28570,251,,9:45,28550,28570,28550,28570,137,,10:45,28610,28630,28580,28610,659,,11:45,28730,28740,28720,28730,248,,12:45,28740,28760,28720,28760,778,,14:45,28740,28790,28720,28720,4950,,20:30,28680,28680,28660,28670,458,,,,,,,,,,,,,,
22/01/12,8:58,28450,28450,28450,28450,75,,9:24,28580,28590,28570,28570,282,,9:50,28560,28570,28560,28570,159,,10:55,28610,28700,28600,28700,2137,,12:00,28730,28740,28720,28730,230,,13:05,28750,28760,28730,28730,860,,15:15,28740,28740,28740,28740,1671,,21:30,28670,28720,28670,28720,800,,,,,,,,,,,,,,
22/01/12,8:59,28450,28450,28450,28450,5,,9:27,28560,28560,28530,28550,288,,9:55,28570,28570,28540,28560,239,,11:05,28700,28720,28690,28710,2046,,12:15,28730,28740,28720,28730,221,,13:25,28730,28740,28720,28720,597,,16:30,28710,28730,28700,28700,532,,22:30,28710,28780,28670,28710,1780,,,,,,,,,,,,,,
22/01/12,9:00,28460,28460,28450,28460,137,,9:30,28550,28560,28520,28530,259,,10:00,28560,28560,28550,28550,160,,11:15,28710,28740,28710,28730,1174,,12:30,28730,28750,28710,28740,954,,13:45,28720,28730,28680,28710,637,,17:00,28710,28720,28640,28640,1209,,23:30,28720,28790,28700,28770,2114,,,,,,,,,,,,,,
22/01/12,9:01,28460,28490,28460,28480,96,,9:33,28530,28540,28520,28520,114,,10:05,28560,28560,28540,28550,188,,11:25,28720,28740,28710,28740,825,,12:45,28740,28740,28720,28740,473,,14:05,28700,28720,28680,28710,889,,17:30,28640,28650,28610,28610,1249,,0:30,28760,28760,28630,28670,2859,,,,,,,,,,,,,,
