〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/11/30,8:45,27920,27930,27920,27930,293,,8:45,27920,27930,27910,27920,520,,8:45,27920,27930,27910,27920,708,,8:45,27920,27930,27900,27910,1108,,8:45,27920,27930,27900,27900,1545,,8:45,27920,27930,27870,27920,2970,,8:45,27920,27930,27850,27860,4455,,8:45,27920,27930,27830,27900,7730,,22/11/30,27920,28040,27800,28040,31532,,22/11/30,28060,28380,27970,28370,17221
22/11/30,8:46,27930,27930,27920,27920,68,,8:48,27910,27930,27910,27920,232,,8:50,27920,27930,27900,27910,400,,8:55,27910,27920,27870,27920,1862,,9:00,27900,27920,27850,27860,2910,,9:05,27910,27910,27830,27860,2857,,9:15,27850,27910,27830,27900,3275,,9:45,27900,27920,27800,27860,5883,,,,,,,,,,,,,,
22/11/30,8:47,27920,27920,27910,27920,159,,8:51,27920,27930,27900,27910,265,,8:55,27910,27920,27900,27900,437,,9:05,27910,27910,27850,27860,1485,,9:15,27850,27880,27830,27860,1761,,9:25,27870,27910,27840,27900,1903,,9:45,27900,27920,27850,27870,2045,,10:45,27860,27890,27830,27880,2819,,,,,,,,,,,,,,
22/11/30,8:48,27910,27920,27910,27920,71,,8:54,27900,27920,27900,27910,248,,9:00,27900,27920,27870,27920,1425,,9:15,27850,27880,27830,27860,1372,,9:30,27850,27910,27840,27900,1514,,9:45,27900,27920,27890,27900,1303,,10:15,27860,27880,27800,27860,3838,,11:45,27880,27920,27880,27900,1973,,,,,,,,,,,,,,
22/11/30,8:49,27920,27920,27910,27920,117,,8:57,27910,27920,27900,27900,280,,9:05,27910,27910,27880,27880,863,,9:25,27870,27870,27840,27870,1133,,9:45,27900,27920,27890,27900,952,,10:05,27910,27920,27810,27850,2381,,10:45,27860,27870,27830,27850,1585,,12:45,27900,27940,27880,27940,2524,,,,,,,,,,,,,,
22/11/30,8:50,27920,27930,27920,27920,44,,9:00,27900,27910,27870,27910,1100,,9:10,27880,27890,27850,27860,622,,9:35,27880,27910,27870,27900,770,,10:00,27910,27920,27850,27870,1093,,10:25,27850,27880,27800,27860,2199,,11:15,27850,27890,27840,27880,1234,,13:45,27940,27950,27910,27950,3001,,,,,,,,,,,,,,
22/11/30,8:51,27920,27930,27920,27920,11,,9:03,27910,27920,27900,27900,525,,9:15,27850,27880,27830,27870,861,,9:45,27900,27920,27890,27900,631,,10:15,27860,27860,27810,27840,1950,,10:45,27860,27870,27830,27850,1177,,11:45,27880,27910,27880,27910,806,,14:45,27940,28030,27940,28000,6132,,,,,,,,,,,,,,
22/11/30,8:52,27920,27920,27910,27920,38,,9:06,27900,27910,27880,27880,476,,9:20,27860,27880,27860,27860,511,,9:55,27910,27910,27890,27900,672,,10:30,27840,27880,27800,27860,1888,,11:05,27840,27870,27840,27860,790,,12:15,27910,27920,27900,27900,1167,,15:15,28040,28040,28040,28040,1470,,,,,,,,,,,,,,
22/11/30,8:53,27910,27910,27900,27910,216,,9:09,27890,27890,27880,27890,270,,9:25,27870,27870,27850,27860,389,,10:05,27910,27920,27850,27870,742,,10:45,27860,27870,27840,27840,780,,11:25,27860,27890,27860,27880,852,,12:45,27900,27920,27880,27920,1417,,16:30,28060,28100,28040,28080,1912,,,,,,,,,,,,,,
22/11/30,8:54,27900,27910,27900,27910,91,,9:12,27880,27890,27850,27860,539,,9:30,27850,27870,27840,27870,744,,10:15,27860,27860,27810,27850,1639,,11:00,27840,27870,27830,27850,805,,11:45,27880,27910,27880,27910,609,,13:15,27910,27940,27910,27940,1107,,17:30,28080,28130,28060,28120,1140,,,,,,,,,,,,,,
22/11/30,8:55,27910,27920,27900,27910,149,,9:15,27850,27860,27830,27860,717,,9:35,27880,27910,27870,27890,407,,10:25,27850,27850,27800,27830,1111,,11:15,27850,27860,27840,27860,637,,12:05,27910,27920,27890,27920,358,,13:45,27940,27940,27910,27940,1960,,18:30,28130,28130,28070,28080,803,,,,,,,,,,,,,,
22/11/30,8:56,27910,27910,27910,27910,8,,9:18,27860,27880,27850,27860,215,,9:40,27890,27900,27880,27900,363,,10:35,27830,27880,27820,27860,1088,,11:30,27860,27890,27860,27880,597,,12:25,27920,27920,27900,27900,1006,,14:15,27930,27950,27920,27950,1041,,19:30,28080,28110,28060,28070,566,,,,,,,,,,,,,,
22/11/30,8:57,27910,27910,27900,27910,27,,9:21,27860,27880,27860,27870,308,,9:45,27900,27920,27890,27900,363,,10:45,27860,27870,27850,27850,489,,11:45,27880,27900,27880,27890,353,,12:45,27900,27920,27880,27920,924,,14:45,27940,28030,27940,28000,6132,,20:30,28070,28090,28070,28070,192,,,,,,,,,,,,,,
22/11/30,8:58,27900,27910,27900,27910,105,,9:24,27860,27870,27860,27860,403,,9:50,27900,27910,27900,27900,268,,10:55,27850,27860,27830,27850,688,,12:00,27900,27910,27890,27910,453,,13:05,27910,27930,27900,27930,1169,,15:15,28040,28040,28040,28040,1470,,21:30,28080,28120,28070,28090,507,,,,,,,,,,,,,,
22/11/30,8:59,27910,27920,27900,27900,148,,9:27,27860,27870,27850,27860,118,,9:55,27910,27910,27890,27900,321,,11:05,27840,27870,27840,27850,408,,12:15,27910,27920,27910,27910,338,,13:25,27930,27940,27920,27940,431,,16:30,28060,28070,28040,28060,812,,22:30,28090,28100,28050,28090,916,,,,,,,,,,,,,,
22/11/30,9:00,27900,27910,27880,27880,440,,9:30,27850,27850,27840,27840,627,,10:00,27910,27910,27900,27900,351,,11:15,27850,27860,27840,27860,382,,12:30,27910,27920,27900,27900,829,,13:45,27940,27940,27910,27920,1035,,17:00,28060,28100,28060,28080,1100,,23:30,28100,28110,28030,28040,1967,,,,,,,,,,,,,,
