〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/09/27,8:45,30070,30080,30070,30080,442,,8:45,30070,30080,30070,30080,526,,8:45,30070,30080,30060,30060,681,,8:45,30070,30080,30040,30050,981,,8:45,30070,30090,30040,30090,1299,,8:45,30070,30200,30040,30200,3242,,8:45,30070,30230,30040,30180,4909,,8:45,30070,30230,30040,30130,7810,,21/09/27,30070,30230,30020,30080,26335,,21/09/27,30050,30100,29960,30040,11459
21/09/27,8:46,30080,30080,30080,30080,77,,8:48,30080,30080,30040,30050,293,,8:50,30060,30060,30040,30050,300,,8:55,30060,30200,30060,30200,2261,,9:00,30090,30230,30060,30180,3610,,9:05,30200,30230,30100,30120,3162,,9:15,30170,30180,30070,30130,2901,,9:45,30130,30170,30080,30150,3861,,,,,,,,,,,,,,
21/09/27,8:47,30080,30080,30080,30080,7,,8:51,30040,30060,30040,30050,150,,8:55,30060,30090,30060,30090,318,,9:05,30200,30230,30170,30180,1667,,9:15,30170,30180,30100,30130,1856,,9:25,30110,30150,30070,30130,1406,,9:45,30130,30150,30080,30090,1868,,10:45,30150,30200,30150,30180,3542,,,,,,,,,,,,,,
21/09/27,8:48,30080,30080,30060,30070,107,,8:54,30050,30080,30050,30080,128,,9:00,30090,30200,30060,30200,1943,,9:15,30170,30180,30100,30120,1495,,9:30,30120,30130,30070,30130,1045,,9:45,30130,30150,30090,30090,1456,,10:15,30090,30170,30090,30150,1993,,11:45,30180,30200,30090,30100,2018,,,,,,,,,,,,,,
21/09/27,8:49,30070,30070,30060,30060,48,,8:57,30070,30090,30070,30090,202,,9:05,30200,30230,30190,30210,1107,,9:25,30110,30150,30110,30110,616,,9:45,30130,30150,30110,30120,1104,,10:05,30090,30110,30080,30110,819,,10:45,30150,30200,30150,30200,2472,,12:45,30100,30120,30050,30060,2806,,,,,,,,,,,,,,
21/09/27,8:50,30060,30060,30040,30050,138,,9:00,30090,30150,30060,30150,1049,,9:10,30210,30210,30170,30180,560,,9:35,30110,30130,30070,30130,790,,10:00,30130,30130,30080,30090,764,,10:25,30100,30170,30100,30150,1586,,11:15,30200,30200,30160,30180,1070,,13:45,30060,30090,30020,30070,2601,,,,,,,,,,,,,,
21/09/27,8:51,30040,30060,30040,30050,82,,9:03,30150,30230,30150,30230,1212,,9:15,30170,30180,30140,30140,883,,9:45,30130,30150,30130,30140,629,,10:15,30090,30130,30090,30130,678,,10:45,30150,30190,30150,30170,1321,,11:45,30180,30200,30160,30160,495,,14:45,30070,30110,30060,30100,2754,,,,,,,,,,,,,,
21/09/27,8:52,30050,30050,30050,30050,8,,9:06,30230,30230,30190,30210,599,,9:20,30130,30130,30100,30120,612,,9:55,30140,30150,30090,30090,827,,10:30,30120,30170,30120,30150,1315,,11:05,30180,30200,30160,30200,1778,,12:15,30160,30170,30090,30100,1523,,15:15,30080,30080,30080,30080,943,,,,,,,,,,,,,,
21/09/27,8:53,30050,30050,30040,30050,60,,9:09,30210,30210,30190,30200,386,,9:25,30110,30150,30110,30130,361,,10:05,30090,30110,30080,30090,412,,10:45,30150,30180,30150,30160,989,,11:25,30200,30200,30170,30180,443,,12:45,30100,30120,30060,30060,1664,,16:30,30050,30050,30010,30050,1388,,,,,,,,,,,,,,
21/09/27,8:54,30050,30060,30050,30050,12,,9:12,30200,30200,30170,30180,364,,9:30,30120,30130,30110,30110,255,,10:15,30090,30110,30090,30110,407,,11:00,30160,30200,30160,30200,1483,,11:45,30180,30200,30170,30170,432,,13:15,30060,30090,30050,30060,1142,,17:30,30050,30100,30050,30080,956,,,,,,,,,,,,,,
21/09/27,8:55,30060,30080,30060,30080,103,,9:15,30170,30180,30140,30160,507,,9:35,30110,30110,30070,30090,499,,10:25,30100,30160,30100,30140,842,,11:15,30200,30200,30160,30170,753,,12:05,30170,30180,30150,30150,470,,13:45,30060,30080,30020,30060,1567,,18:30,30080,30080,30030,30040,636,,,,,,,,,,,,,,
21/09/27,8:56,30080,30080,30070,30080,13,,9:18,30160,30160,30110,30110,529,,9:40,30090,30130,30090,30130,291,,10:35,30150,30170,30140,30150,744,,11:30,30180,30190,30170,30180,317,,12:25,30150,30160,30090,30100,1116,,14:15,30060,30090,30050,30070,1034,,19:30,30040,30040,29980,30010,1440,,,,,,,,,,,,,,
21/09/27,8:57,30070,30090,30070,30080,99,,9:21,30100,30120,30100,30110,394,,9:45,30130,30150,30130,30140,271,,10:45,30150,30180,30150,30180,804,,11:45,30180,30200,30180,30180,278,,12:45,30100,30120,30080,30100,933,,14:45,30070,30110,30060,30100,2754,,20:30,30010,30030,29970,29980,817,,,,,,,,,,,,,,
21/09/27,8:58,30080,30090,30080,30090,41,,9:24,30110,30150,30110,30130,229,,9:50,30140,30150,30130,30140,358,,10:55,30180,30190,30150,30170,517,,12:00,30180,30180,30160,30160,217,,13:05,30100,30100,30050,30080,1240,,15:15,30080,30080,30080,30080,943,,21:30,29990,30000,29970,29990,812,,,,,,,,,,,,,,
21/09/27,8:59,30090,30090,30090,30090,62,,9:27,30130,30130,30120,30130,197,,9:55,30140,30150,30110,30120,475,,11:05,30180,30200,30170,30200,1151,,12:15,30160,30170,30150,30150,459,,13:25,30090,30090,30050,30060,633,,16:30,30050,30050,30010,30030,875,,22:30,29990,30040,29960,30020,2073,,,,,,,,,,,,,,
21/09/27,9:00,30090,30100,30060,30070,331,,9:30,30120,30130,30110,30130,173,,10:00,30130,30130,30090,30090,352,,11:15,30200,30200,30160,30200,627,,12:30,30150,30160,30090,30100,1064,,13:45,30060,30080,30020,30080,1196,,17:00,30030,30050,30020,30050,513,,23:30,30030,30050,30000,30010,1237,,,,,,,,,,,,,,
21/09/27,9:01,30070,30090,30060,30090,186,,9:33,30120,30120,30080,30080,244,,10:05,30090,30100,30090,30100,240,,11:25,30200,30200,30170,30170,251,,12:45,30100,30120,30080,30080,744,,14:05,30080,30080,30050,30070,560,,17:30,30050,30070,30050,30060,304,,0:30,30010,30030,29980,30030,568,,,,,,,,,,,,,,
21/09/27,9:02,30090,30150,30090,30150,532,,9:36,30090,30110,30070,30080,295,,10:10,30110,30110,30080,30090,172,,11:35,30180,30190,30170,30180,192,,13:00,30080,30110,30060,30060,920,,14:25,30080,30090,30050,30070,845,,18:00,30050,30100,30050,30080,652,,1:30,30030,30040,30020,30030,394,,,,,,,,,,,,,,
21/09/27,9:03,30150,30200,30150,30200,377,,9:39,30080,30100,30070,30100,165,,10:15,30090,30100,30090,30090,205,,11:45,30180,30200,30180,30180,136,,13:15,30060,30090,30050,30090,587,,14:45,30070,30110,30060,30100,2349,,18:30,30080,30080,30040,30040,247,,2:30,30030,30050,30020,30040,296,,,,,,,,,,,,,,
21/09/27,9:04,30190,30200,30170,30200,517,,9:42,30100,30130,30100,30130,168,,10:20,30100,30110,30100,30110,202,,11:55,30190,30190,30170,30170,296,,13:30,30090,30090,30050,30060,555,,15:05,30100,30110,30080,30100,405,,19:00,30040,30050,30030,30040,389,,3:30,30040,30070,30030,30050,432,,,,,,,,,,,,,,
21/09/27,9:05,30200,30230,30200,30230,318,,9:45,30130,30150,30130,30140,121,,10:25,30100,30130,30100,30130,271,,12:05,30170,30180,30160,30160,63,,13:45,30060,30060,30020,30050,1007,,15:15,30080,30080,30080,30080,943,,19:30,30040,30040,29990,29990,915,,4:30,30040,30060,30020,30050,346,,,,,,,,,,,,,,
21/09/27,9:06,30230,30230,30190,30210,300,,9:48,30150,30150,30140,30150,214,,10:30,30120,30160,30120,30140,571,,12:15,30160,30170,30150,30150,407,,14:00,30050,30080,30050,30060,560,,16:30,30050,30050,30010,30020,705,,20:00,29990,30010,29980,30010,525,,5:30,30050,30060,30050,30050,23,,,,,,,,,,,,,,
21/09/27,9:07,30210,30220,30210,30210,127,,9:51,30150,30150,30140,30140,226,,10:35,30150,30170,30140,30150,373,,12:25,30150,30160,30130,30130,322,,14:15,30060,30080,30050,30080,341,,16:50,30020,30040,30020,30040,379,,20:30,30010,30030,30010,30020,278,,6:00,30040,30040,30040,30040,41,,,,,,,,,,,,,,
21/09/27,9:08,30210,30220,30200,30210,172,,9:54,30140,30150,30130,30140,214,,10:40,30150,30170,30150,30150,371,,12:35,30130,30140,30090,30100,794,,14:30,30090,30090,30050,30070,693,,17:10,30030,30050,30030,30050,304,,21:00,30010,30010,29970,29980,539,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:09,30210,30210,30190,30210,190,,9:57,30130,30130,30110,30120,329,,10:45,30150,30180,30150,30160,274,,12:45,30100,30120,30080,30090,519,,14:45,30070,30080,30060,30070,1004,,17:30,30050,30070,30050,30050,220,,21:30,29990,30000,29970,29990,482,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:10,30210,30210,30190,30200,95,,10:00,30130,30130,30090,30100,286,,10:50,30170,30180,30160,30180,530,,12:55,30090,30110,30080,30100,414,,15:00,30060,30110,30060,30100,1750,,17:50,30050,30080,30050,30070,198,,22:00,29990,30000,29970,29990,330,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:11,30200,30210,30200,30200,101,,10:03,30100,30100,30090,30090,155,,10:55,30180,30180,30150,30160,185,,13:05,30100,30100,30060,30060,731,,15:15,30080,30080,30080,30080,943,,18:10,30080,30100,30080,30080,538,,22:30,29990,30020,29960,30010,1254,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:12,30200,30200,30170,30170,132,,10:06,30100,30100,30090,30090,124,,11:00,30160,30190,30160,30170,332,,13:15,30060,30080,30050,30080,509,,16:30,30050,30050,30010,30030,604,,18:30,30080,30080,30060,30070,160,,23:00,30000,30040,29990,30020,819,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:13,30170,30170,30170,30170,116,,10:09,30100,30110,30100,30100,85,,11:05,30180,30190,30180,30190,410,,13:25,30090,30090,30070,30080,309,,16:45,30030,30040,30020,30030,271,,18:50,30070,30070,30030,30050,274,,23:30,30030,30050,30020,30030,760,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:14,30170,30180,30170,30180,116,,10:12,30100,30100,30080,30090,114,,11:10,30180,30200,30170,30200,741,,13:35,30080,30080,30050,30060,324,,17:00,30030,30040,30020,30030,251,,19:10,30050,30050,30030,30040,202,,0:00,30030,30040,30000,30010,477,,,,,,,,,,,,,,,,,,,,,
21/09/27,9:15,30170,30180,30140,30150,252,,10:15,30090,30100,30090,30090,131,,11:15,30200,30200,30170,30170,307,,13:45,30060,30060,30020,30060,605,,17:15,30030,30050,30030,30050,262,,19:30,30040,30040,30020,30030,375,,0:30,30010,30020,29980,30000,411,,,,,,,,,,,,,,,,,,,,,
