〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
24/09/19,8:45,36490,36530,36490,36530,246,,8:45,36490,36580,36490,36570,597,,8:45,36490,36650,36490,36650,918,,8:45,36490,36740,36490,36730,1589,,8:45,36490,36880,36490,36860,2501,,8:45,36490,37120,36490,36980,4930,,8:45,36490,37120,36490,36930,7017,,8:45,36490,37120,36490,36920,11422,,24/09/19,36490,37170,36490,36890,34697,,24/09/19,36860,37700,36800,37500,15691
24/09/19,8:46,36520,36570,36520,36570,267,,8:48,36560,36660,36560,36660,426,,8:50,36650,36740,36640,36730,671,,8:55,36720,37120,36720,36980,3341,,9:00,36860,37120,36850,36930,4516,,9:05,36970,37050,36860,36990,3928,,9:15,36930,37060,36760,36920,4405,,9:45,36920,37100,36820,37070,5535,,,,,,,,,,,,,,
24/09/19,8:47,36570,36580,36560,36570,84,,8:51,36660,36720,36650,36700,393,,8:55,36720,36880,36720,36860,912,,9:05,36970,37050,36860,36930,2087,,9:15,36930,37060,36900,36950,2422,,9:25,36990,37060,36760,36920,2564,,9:45,36920,36960,36820,36830,2421,,10:45,37060,37170,37030,37150,4320,,,,,,,,,,,,,,
24/09/19,8:48,36560,36600,36560,36600,144,,8:54,36700,36800,36690,36800,418,,9:00,36860,37120,36850,36980,2429,,9:15,36930,37030,36900,36990,1841,,9:30,36950,36960,36760,36920,1983,,9:45,36920,36960,36870,36870,1650,,10:15,36840,37100,36830,37070,3114,,11:45,37150,37160,36950,36950,2424,,,,,,,,,,,,,,
24/09/19,8:49,36600,36650,36600,36650,177,,8:57,36800,36880,36790,36860,667,,9:05,36970,37050,36860,36890,1245,,9:25,36990,37060,36840,36840,1269,,9:45,36920,36960,36870,36920,1240,,10:05,36870,37040,36820,37020,1778,,10:45,37060,37160,37030,37150,2685,,12:45,36960,37130,36950,37050,2671,,,,,,,,,,,,,,
24/09/19,8:50,36650,36660,36640,36660,105,,9:00,36860,37120,36850,37020,1883,,9:10,36880,36960,36870,36930,842,,9:35,36840,36930,36760,36920,1295,,10:00,36930,36950,36820,36830,1181,,10:25,37010,37100,36950,37070,2107,,11:15,37150,37170,37040,37150,1635,,13:45,37050,37150,36980,37020,3513,,,,,,,,,,,,,,
24/09/19,8:51,36660,36720,36650,36720,162,,9:03,37020,37050,36970,36980,777,,9:15,36930,37020,36900,36990,932,,9:45,36920,36950,36890,36940,723,,10:15,36840,37050,36830,36960,1582,,10:45,37060,37110,37040,37070,1677,,11:45,37150,37160,37010,37010,861,,14:45,37020,37030,36880,36910,3736,,,,,,,,,,,,,,
24/09/19,8:52,36720,36720,36680,36710,109,,9:06,36980,36980,36870,36890,711,,9:20,36990,37030,36950,36990,909,,9:55,36940,36960,36870,36870,927,,10:30,36970,37100,36950,37070,1532,,11:05,37080,37170,37030,37090,1815,,12:15,37000,37040,36950,36950,1563,,15:15,36890,36890,36890,36890,1076,,,,,,,,,,,,,,
24/09/19,8:53,36700,36710,36690,36700,122,,9:09,36900,36910,36860,36910,598,,9:25,36990,37060,36950,36950,581,,10:05,36870,36910,36820,36830,771,,10:45,37060,37100,37040,37070,1193,,11:25,37090,37150,37040,37150,828,,12:45,36960,37130,36950,37080,1816,,16:30,36860,37060,36800,36990,2928,,,,,,,,,,,,,,
