〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/03/03,8:45,27660,27670,27640,27660,865,,8:45,27660,27680,27640,27680,1200,,8:45,27660,27690,27640,27670,1517,,8:45,27660,27710,27640,27700,1902,,8:45,27660,27710,27640,27700,2402,,8:45,27660,27730,27640,27680,4043,,8:45,27660,27730,27640,27700,5548,,8:45,27660,27730,27640,27700,9001,,23/03/03,27660,27970,27640,27900,44621,,23/03/03,27900,28230,27860,28210,13979
23/03/03,8:46,27660,27670,27660,27660,126,,8:48,27670,27690,27660,27680,349,,8:50,27670,27710,27670,27700,385,,8:55,27690,27730,27670,27680,2141,,9:00,27700,27730,27670,27700,3146,,9:05,27680,27730,27670,27700,2833,,9:15,27700,27730,27650,27700,3453,,9:45,27700,27890,27700,27880,11119,,,,,,,,,,,,,,
23/03/03,8:47,27660,27680,27660,27680,209,,8:51,27680,27700,27680,27690,117,,8:55,27690,27710,27690,27700,500,,9:05,27680,27710,27670,27700,1505,,9:15,27700,27730,27660,27660,1889,,9:25,27700,27700,27650,27700,2125,,9:45,27700,27840,27700,27830,7101,,10:45,27880,27920,27830,27880,5653,,,,,,,,,,,,,,
23/03/03,8:48,27670,27690,27670,27680,185,,8:54,27690,27710,27690,27700,533,,9:00,27700,27730,27670,27680,1641,,9:15,27700,27730,27680,27700,1328,,9:30,27670,27700,27650,27700,1564,,9:45,27700,27790,27700,27770,4135,,10:15,27830,27890,27810,27880,4018,,11:45,27880,27930,27880,27910,2557,,,,,,,,,,,,,,
23/03/03,8:49,27670,27670,27660,27670,132,,8:57,27700,27710,27690,27700,203,,9:05,27680,27690,27670,27680,854,,9:25,27700,27700,27650,27690,1187,,9:45,27700,27780,27700,27770,3205,,10:05,27770,27850,27770,27850,4415,,10:45,27880,27890,27830,27870,3273,,12:45,27920,27960,27910,27940,5334,,,,,,,,,,,,,,
23/03/03,8:50,27670,27680,27670,27680,32,,9:00,27700,27730,27680,27710,914,,9:10,27680,27710,27680,27700,651,,9:35,27700,27700,27680,27700,938,,10:00,27770,27840,27770,27830,3896,,10:25,27850,27890,27810,27880,2569,,11:15,27860,27920,27860,27880,2380,,13:45,27940,27970,27920,27930,4905,,,,,,,,,,,,,,
23/03/03,8:51,27680,27680,27680,27680,9,,9:03,27720,27720,27670,27680,834,,9:15,27700,27720,27680,27720,637,,9:45,27700,27760,27700,27740,1846,,10:15,27830,27850,27810,27830,1871,,10:45,27880,27890,27830,27880,2628,,11:45,27880,27920,27880,27910,936,,14:45,27940,27940,27900,27910,3914,,,,,,,,,,,,,,
23/03/03,8:52,27680,27700,27680,27690,97,,9:06,27680,27690,27680,27690,444,,9:20,27710,27730,27700,27700,691,,9:55,27740,27790,27730,27770,2289,,10:30,27830,27890,27810,27880,2147,,11:05,27880,27910,27860,27890,2078,,12:15,27920,27930,27890,27910,1621,,15:15,27900,27900,27900,27900,2138,,,,,,,,,,,,,,
23/03/03,8:53,27690,27700,27690,27690,11,,9:09,27680,27710,27670,27690,579,,9:25,27700,27700,27660,27660,561,,10:05,27770,27840,27770,27830,2966,,10:45,27880,27890,27830,27880,2154,,11:25,27900,27920,27880,27880,947,,12:45,27920,27950,27910,27930,2409,,16:30,27900,27910,27860,27860,1575,,,,,,,,,,,,,,
23/03/03,8:54,27690,27710,27690,27700,236,,9:12,27700,27710,27690,27700,375,,9:30,27670,27690,27650,27690,626,,10:15,27830,27850,27810,27850,1449,,11:00,27880,27890,27860,27870,1119,,11:45,27880,27920,27880,27910,595,,13:15,27920,27960,27910,27940,2925,,17:30,27860,27900,27860,27880,1865,,,,,,,,,,,,,,
23/03/03,8:55,27690,27710,27690,27710,48,,9:15,27700,27710,27680,27690,444,,9:35,27700,27700,27690,27690,537,,10:25,27850,27850,27810,27830,1043,,11:15,27860,27910,27860,27900,1762,,12:05,27920,27920,27900,27920,394,,13:45,27940,27970,27920,27960,2825,,18:30,27880,27930,27880,27920,814,,,,,,,,,,,,,,
23/03/03,8:56,27700,27710,27700,27700,249,,9:18,27700,27730,27690,27720,659,,9:40,27680,27700,27680,27700,401,,10:35,27830,27890,27820,27880,1526,,11:30,27900,27920,27880,27880,618,,12:25,27920,27930,27890,27910,1568,,14:15,27960,27960,27930,27930,2080,,19:30,27920,27930,27900,27930,773,,,,,,,,,,,,,,
23/03/03,8:57,27700,27710,27690,27700,54,,9:21,27720,27730,27700,27700,181,,9:45,27700,27730,27700,27730,779,,10:45,27880,27890,27830,27870,1583,,11:45,27880,27920,27880,27910,361,,12:45,27920,27950,27910,27910,1866,,14:45,27940,27940,27900,27910,3914,,20:30,27930,27930,27890,27900,608,,,,,,,,,,,,,,
23/03/03,8:58,27700,27710,27700,27700,16,,9:24,27710,27710,27680,27680,251,,9:50,27730,27760,27730,27740,1067,,10:55,27870,27890,27860,27880,1045,,12:00,27910,27920,27900,27910,575,,13:05,27910,27940,27910,27930,1204,,15:15,27900,27900,27900,27900,2138,,21:30,27900,27910,27890,27900,471,,,,,,,,,,,,,,
23/03/03,8:59,27700,27710,27690,27700,133,,9:27,27680,27680,27660,27660,354,,9:55,27740,27780,27730,27770,1359,,11:05,27880,27890,27870,27870,645,,12:15,27920,27930,27910,27920,171,,13:25,27930,27960,27910,27940,2264,,16:30,27900,27900,27880,27880,460,,22:30,27900,27950,27900,27930,889,,,,,,,,,,,,,,
