〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
20/12/14,8:45,26560,26560,26540,26550,456,,8:45,26560,26570,26540,26550,535,,8:45,26560,26570,26540,26560,616,,8:45,26560,26580,26540,26570,817,,8:45,26560,26630,26540,26630,1139,,8:45,26560,26680,26540,26660,2099,,8:45,26560,26710,26540,26700,3608,,8:45,26560,26800,26540,26740,9201,,20/12/14,26560,26800,26540,26690,29101,,20/12/14,26730,26770,26660,26680,10715
20/12/14,8:46,26550,26560,26550,26560,22,,8:48,26560,26570,26550,26570,134,,8:50,26560,26580,26550,26570,201,,8:55,26580,26680,26560,26660,1282,,9:00,26630,26710,26630,26700,2469,,9:05,26650,26780,26640,26780,4080,,9:15,26710,26800,26700,26740,5593,,9:45,26740,26780,26690,26780,4141,,,,,,,,,,,,,,
20/12/14,8:47,26560,26570,26550,26550,57,,8:51,26570,26580,26560,26560,127,,8:55,26580,26630,26560,26630,322,,9:05,26650,26710,26640,26700,1509,,9:15,26710,26800,26700,26750,3928,,9:25,26770,26800,26720,26740,3022,,9:45,26740,26770,26690,26740,2167,,10:45,26780,26790,26740,26750,2472,,,,,,,,,,,,,,
20/12/14,8:48,26560,26570,26550,26560,65,,8:54,26570,26580,26560,26580,57,,9:00,26630,26680,26630,26660,960,,9:15,26710,26780,26700,26780,2571,,9:30,26750,26790,26720,26740,1665,,9:45,26740,26770,26720,26730,1445,,10:15,26740,26780,26730,26780,1974,,11:45,26750,26750,26710,26720,1864,,,,,,,,,,,,,,
20/12/14,8:49,26560,26560,26560,26560,16,,8:57,26580,26630,26580,26630,286,,9:05,26650,26670,26640,26670,677,,9:25,26770,26800,26740,26750,1908,,9:45,26740,26770,26720,26730,1034,,10:05,26730,26750,26690,26740,1385,,10:45,26780,26790,26760,26770,1528,,12:45,26720,26740,26720,26730,1945,,,,,,,,,,,,,,
20/12/14,8:50,26560,26570,26550,26570,53,,9:00,26630,26670,26630,26650,624,,9:10,26670,26710,26650,26700,832,,9:35,26760,26790,26720,26740,1114,,10:00,26740,26750,26690,26740,1133,,10:25,26740,26780,26740,26780,1311,,11:15,26770,26780,26740,26750,944,,13:45,26730,26740,26660,26670,4873,,,,,,,,,,,,,,
20/12/14,8:51,26570,26570,26560,26560,54,,9:03,26660,26680,26650,26670,465,,9:15,26710,26750,26700,26750,1422,,9:45,26740,26770,26730,26730,661,,10:15,26740,26760,26730,26760,870,,10:45,26780,26790,26760,26770,1270,,11:45,26750,26750,26720,26720,532,,14:45,26660,26690,26640,26670,2942,,,,,,,,,,,,,,
20/12/14,8:52,26570,26580,26570,26580,11,,9:06,26670,26670,26640,26660,431,,9:20,26750,26780,26750,26780,1149,,9:55,26730,26750,26720,26730,784,,10:30,26760,26780,26740,26780,1104,,11:05,26770,26780,26760,26770,547,,12:15,26720,26740,26710,26720,1332,,15:15,26690,26690,26690,26690,1663,,,,,,,,,,,,,,
20/12/14,8:53,26580,26580,26560,26560,62,,9:09,26670,26680,26650,26680,429,,9:25,26770,26800,26740,26750,1357,,10:05,26730,26740,26690,26740,722,,10:45,26780,26790,26760,26770,971,,11:25,26770,26770,26740,26750,655,,12:45,26720,26740,26720,26730,1015,,16:30,26730,26770,26720,26720,2874,,,,,,,,,,,,,,
20/12/14,8:54,26570,26580,26560,26570,21,,9:12,26680,26710,26680,26700,520,,9:30,26750,26780,26740,26750,551,,10:15,26740,26750,26730,26740,663,,11:00,26770,26780,26770,26770,557,,11:45,26750,26750,26740,26750,158,,13:15,26730,26740,26720,26730,930,,17:30,26720,26730,26680,26710,987,,,,,,,,,,,,,,
20/12/14,8:55,26580,26580,26580,26580,4,,9:15,26710,26720,26700,26720,744,,9:35,26760,26790,26740,26760,661,,10:25,26740,26760,26740,26750,741,,11:15,26770,26780,26750,26750,634,,12:05,26750,26750,26710,26740,593,,13:45,26730,26740,26660,26680,2518,,18:30,26700,26730,26690,26720,1136,,,,,,,,,,,,,,
20/12/14,8:56,26570,26580,26560,26580,32,,9:18,26730,26770,26720,26760,1050,,9:40,26760,26760,26720,26740,453,,10:35,26740,26780,26740,26780,570,,11:30,26750,26770,26740,26750,310,,12:25,26730,26740,26710,26720,1113,,14:15,26680,26720,26660,26670,2355,,19:30,26720,26750,26710,26740,867,,,,,,,,,,,,,,
20/12/14,8:57,26580,26600,26580,26590,75,,9:21,26760,26780,26760,26770,607,,9:45,26740,26760,26740,26760,414,,10:45,26780,26780,26760,26780,673,,11:45,26750,26750,26740,26750,153,,12:45,26720,26740,26720,26730,750,,14:45,26660,26690,26640,26670,2942,,20:30,26740,26760,26730,26740,323,,,,,,,,,,,,,,
