Trade Type,Entry Price,Exit Price,Profit/Loss,Target Reached,Stop Loss Triggered,Session,Date,Time
Buy,9079.0,9077.0,-2.0,False,True,Afternoon,2025-02-25,13:15:00
Buy,9069.0,9067.0,-2.0,False,True,Afternoon,2025-02-25,13:20:00
Buy,9061.0,9059.0,-2.0,False,True,Afternoon,2025-02-25,13:25:00
,9062.0,,0.0,False,False,Afternoon,2025-02-25,13:30:00
Sell,9068.0,9045.0,23.0,True,False,Afternoon,2025-02-25,13:35:00
Buy,9043.0,9041.0,-2.0,False,True,Afternoon,2025-02-25,13:40:00
Buy,9038.0,9036.0,-2.0,False,True,Afternoon,2025-02-25,13:45:00
Sell,9044.0,9046.0,-2.0,False,True,Afternoon,2025-02-25,13:50:00
Buy,9036.0,9034.0,-2.0,False,True,Afternoon,2025-02-25,13:55:00
Buy,9024.0,9022.0,-2.0,False,True,Afternoon,2025-02-25,14:00:00
Sell,9042.0,9044.0,-2.0,False,True,Afternoon,2025-02-25,14:05:00
Buy,9037.0,9035.0,-2.0,False,True,Afternoon,2025-02-25,14:10:00
Buy,9031.0,9029.0,-2.0,False,True,Afternoon,2025-02-25,14:15:00
Buy,9029.0,9027.0,-2.0,False,True,Afternoon,2025-02-25,14:20:00
Buy,9018.0,9016.0,-2.0,False,True,Afternoon,2025-02-25,14:25:00
Sell,9030.0,9032.0,-2.0,False,True,Afternoon,2025-02-25,14:30:00
Buy,9029.0,9027.0,-2.0,False,True,Afternoon,2025-02-25,14:35:00
Sell,9041.0,9031.0,10.0,False,False,Afternoon,2025-02-25,14:40:00
Buy,9032.0,9030.0,-2.0,False,True,Afternoon,2025-02-25,14:45:00
Buy,9029.0,9027.0,-2.0,False,True,Afternoon,2025-02-25,14:50:00
Buy,9028.0,9026.0,-2.0,False,True,Afternoon,2025-02-25,14:55:00
Sell,9035.0,9012.0,23.0,True,False,Afternoon,2025-02-25,15:00:00
Buy,9006.0,9004.0,-2.0,False,True,Afternoon,2025-02-25,15:05:00
Buy,8999.0,8997.0,-2.0,False,True,Afternoon,2025-02-25,15:10:00
Buy,8986.0,8984.0,-2.0,False,True,Afternoon,2025-02-25,15:15:00
Buy,8986.0,8984.0,-2.0,False,True,Afternoon,2025-02-25,15:20:00
Sell,8985.0,8985.0,0.0,False,False,Morning,2025-02-26,09:00:00
,8984.0,,0.0,False,False,Morning,2025-02-26,09:05:00
Buy,8942.0,8965.0,23.0,True,False,Morning,2025-02-26,09:10:00
Sell,8971.0,8948.0,23.0,True,False,Morning,2025-02-26,09:15:00
Buy,8955.0,8978.0,23.0,True,False,Morning,2025-02-26,09:20:00
Sell,8958.0,8960.0,-2.0,False,True,Morning,2025-02-26,09:25:00
Buy,8955.0,8953.0,-2.0,False,True,Morning,2025-02-26,09:30:00
Buy,8947.0,8945.0,-2.0,False,True,Morning,2025-02-26,09:35:00
Buy,8889.0,8912.0,23.0,True,False,Morning,2025-02-26,09:40:00
Buy,8865.0,8888.0,23.0,True,False,Morning,2025-02-26,09:45:00
Sell,8894.0,8871.0,23.0,True,False,Morning,2025-02-26,09:50:00
Buy,8875.0,8873.0,-2.0,False,True,Morning,2025-02-26,09:55:00
Buy,8843.0,8866.0,23.0,True,False,Morning,2025-02-26,10:00:00
Sell,8903.0,8880.0,23.0,True,False,Morning,2025-02-26,10:05:00
Buy,8879.0,8902.0,23.0,True,False,Morning,2025-02-26,10:10:00
Sell,8911.0,8913.0,-2.0,False,True,Morning,2025-02-26,10:15:00
Sell,8958.0,8960.0,-2.0,False,True,Morning,2025-02-26,10:20:00
Buy,8957.0,8955.0,-2.0,False,True,Morning,2025-02-26,10:25:00
Buy,8954.0,8977.0,23.0,True,False,Morning,2025-02-26,10:30:00
Sell,8958.0,8935.0,23.0,True,False,Morning,2025-02-26,10:35:00
Buy,8930.0,8953.0,23.0,True,False,Morning,2025-02-26,10:40:00
Sell,8959.0,8961.0,-2.0,False,True,Morning,2025-02-26,10:45:00
Buy,8950.0,8955.0,5.0,False,False,Morning,2025-02-26,10:50:00
Sell,8953.0,8955.0,-2.0,False,True,Morning,2025-02-26,10:55:00
Buy,8954.0,8952.0,-2.0,False,True,Morning,2025-02-26,11:00:00
Buy,8944.0,8942.0,-2.0,False,True,Morning,2025-02-26,11:05:00
Sell,8945.0,8947.0,-2.0,False,True,Morning,2025-02-26,11:10:00
Sell,8957.0,8959.0,-2.0,False,True,Morning,2025-02-26,11:15:00
Sell,8966.0,8968.0,-2.0,False,True,Morning,2025-02-26,11:20:00
Buy,8960.0,8970.0,10.0,False,False,Morning,2025-02-26,11:25:00
Sell,8966.0,8966.0,0.0,False,False,Morning,2025-02-26,11:30:00
,9003.0,,0.0,False,False,Afternoon,2025-02-26,12:30:00
,9003.0,,0.0,False,False,Afternoon,2025-02-26,12:35:00
Buy,8976.0,8974.0,-2.0,False,True,Afternoon,2025-02-26,12:40:00
Sell,8992.0,8969.0,23.0,True,False,Afternoon,2025-02-26,12:45:00
Buy,8957.0,8955.0,-2.0,False,True,Afternoon,2025-02-26,12:50:00
Sell,8969.0,8971.0,-2.0,False,True,Afternoon,2025-02-26,12:55:00
Buy,8965.0,8988.0,23.0,True,False,Afternoon,2025-02-26,13:00:00
Sell,9007.0,9009.0,-2.0,False,True,Afternoon,2025-02-26,13:05:00
Buy,8998.0,8996.0,-2.0,False,True,Afternoon,2025-02-26,13:10:00
Buy,8980.0,9003.0,23.0,True,False,Afternoon,2025-02-26,13:15:00
Sell,9005.0,9000.0,5.0,False,False,Afternoon,2025-02-26,13:20:00
Buy,9000.0,8998.0,-2.0,False,True,Afternoon,2025-02-26,13:25:00
Sell,9002.0,9004.0,-2.0,False,True,Afternoon,2025-02-26,13:30:00
Sell,9012.0,9014.0,-2.0,False,True,Afternoon,2025-02-26,13:35:00
Buy,9007.0,9030.0,23.0,True,False,Afternoon,2025-02-26,13:40:00
Sell,9027.0,9029.0,-2.0,False,True,Afternoon,2025-02-26,13:45:00
Sell,9032.0,9034.0,-2.0,False,True,Afternoon,2025-02-26,13:50:00
Buy,9016.0,9014.0,-2.0,False,True,Afternoon,2025-02-26,13:55:00
Buy,9015.0,9025.0,10.0,False,False,Afternoon,2025-02-26,14:00:00
Sell,9023.0,9025.0,-2.0,False,True,Afternoon,2025-02-26,14:05:00
Sell,9038.0,9040.0,-2.0,False,True,Afternoon,2025-02-26,14:10:00
Sell,9042.0,9044.0,-2.0,False,True,Afternoon,2025-02-26,14:15:00
Buy,9028.0,9026.0,-2.0,False,True,Afternoon,2025-02-26,14:20:00
Sell,9038.0,9040.0,-2.0,False,True,Afternoon,2025-02-26,14:25:00
Buy,9036.0,9034.0,-2.0,False,True,Afternoon,2025-02-26,14:30:00
Buy,9016.0,9030.0,14.0,False,False,Afternoon,2025-02-26,14:35:00
Sell,9029.0,9031.0,-2.0,False,True,Afternoon,2025-02-26,14:40:00
Sell,9045.0,9047.0,-2.0,False,True,Afternoon,2025-02-26,14:45:00
Buy,9043.0,9066.0,23.0,True,False,Afternoon,2025-02-26,14:50:00
Sell,9048.0,9050.0,-2.0,False,True,Afternoon,2025-02-26,14:55:00
Buy,9034.0,9043.0,9.0,False,False,Afternoon,2025-02-26,15:00:00
Sell,9044.0,9046.0,-2.0,False,True,Afternoon,2025-02-26,15:05:00
Sell,9055.0,9057.0,-2.0,False,True,Afternoon,2025-02-26,15:10:00
Sell,9058.0,9060.0,-2.0,False,True,Afternoon,2025-02-26,15:15:00
Buy,9046.0,9044.0,-2.0,False,True,Afternoon,2025-02-26,15:20:00
Sell,9059.0,9059.0,0.0,False,False,Afternoon,2025-02-26,15:25:00
,9053.0,,0.0,False,False,Morning,2025-02-27,09:00:00
Sell,9056.0,9033.0,23.0,True,False,Morning,2025-02-27,09:05:00
Sell,9069.0,9046.0,23.0,True,False,Morning,2025-02-27,09:10:00
Buy,9058.0,9081.0,23.0,True,False,Morning,2025-02-27,09:15:00
Sell,9083.0,9060.0,23.0,True,False,Morning,2025-02-27,09:20:00
Sell,9096.0,9098.0,-2.0,False,True,Morning,2025-02-27,09:25:00
Buy,9090.0,9088.0,-2.0,False,True,Morning,2025-02-27,09:30:00
Buy,9061.0,9084.0,23.0,True,False,Morning,2025-02-27,09:35:00
Sell,9084.0,9086.0,-2.0,False,True,Morning,2025-02-27,09:40:00
Sell,9098.0,9075.0,23.0,True,False,Morning,2025-02-27,09:45:00
Buy,9092.0,9090.0,-2.0,False,True,Morning,2025-02-27,09:50:00
Buy,9062.0,9060.0,-2.0,False,True,Morning,2025-02-27,09:55:00
Buy,9019.0,9017.0,-2.0,False,True,Morning,2025-02-27,10:00:00
Sell,9031.0,9008.0,23.0,True,False,Morning,2025-02-27,10:05:00
Buy,9007.0,9005.0,-2.0,False,True,Morning,2025-02-27,10:10:00
Sell,9008.0,9010.0,-2.0,False,True,Morning,2025-02-27,10:15:00
Sell,9008.0,8985.0,23.0,True,False,Morning,2025-02-27,10:20:00
Buy,8977.0,8975.0,-2.0,False,True,Morning,2025-02-27,10:25:00
Buy,8943.0,8941.0,-2.0,False,True,Morning,2025-02-27,10:30:00
Buy,8938.0,8936.0,-2.0,False,True,Morning,2025-02-27,10:35:00
Buy,8929.0,8927.0,-2.0,False,True,Morning,2025-02-27,10:40:00
Buy,8908.0,8906.0,-2.0,False,True,Morning,2025-02-27,10:45:00
Buy,8894.0,8892.0,-2.0,False,True,Morning,2025-02-27,10:50:00
Buy,8879.0,8877.0,-2.0,False,True,Morning,2025-02-27,10:55:00
Buy,8859.0,8857.0,-2.0,False,True,Morning,2025-02-27,11:00:00
Buy,8843.0,8841.0,-2.0,False,True,Morning,2025-02-27,11:05:00
Buy,8826.0,8849.0,23.0,True,False,Morning,2025-02-27,11:10:00
Sell,8885.0,8887.0,-2.0,False,True,Morning,2025-02-27,11:15:00
Sell,8934.0,8936.0,-2.0,False,True,Morning,2025-02-27,11:20:00
Sell,8959.0,8936.0,23.0,True,False,Morning,2025-02-27,11:25:00
Buy,8955.0,8955.0,0.0,False,False,Morning,2025-02-27,11:30:00
,8955.0,,0.0,False,False,Afternoon,2025-02-27,12:30:00
Sell,9004.0,8981.0,23.0,True,False,Afternoon,2025-02-27,12:35:00
Buy,8983.0,8981.0,-2.0,False,True,Afternoon,2025-02-27,12:40:00
Buy,8950.0,8948.0,-2.0,False,True,Afternoon,2025-02-27,12:45:00
Buy,8928.0,8926.0,-2.0,False,True,Afternoon,2025-02-27,12:50:00
Buy,8893.0,8891.0,-2.0,False,True,Afternoon,2025-02-27,12:55:00
Buy,8874.0,8872.0,-2.0,False,True,Afternoon,2025-02-27,13:00:00
Sell,8885.0,8862.0,23.0,True,False,Afternoon,2025-02-27,13:05:00
Buy,8858.0,8856.0,-2.0,False,True,Afternoon,2025-02-27,13:10:00
Buy,8843.0,8841.0,-2.0,False,True,Afternoon,2025-02-27,13:15:00
Sell,8849.0,8851.0,-2.0,False,True,Afternoon,2025-02-27,13:20:00
Buy,8829.0,8844.0,15.0,False,False,Afternoon,2025-02-27,13:25:00
Sell,8843.0,8820.0,23.0,True,False,Afternoon,2025-02-27,13:30:00
Buy,8826.0,8824.0,-2.0,False,True,Afternoon,2025-02-27,13:35:00
Sell,8838.0,8840.0,-2.0,False,True,Afternoon,2025-02-27,13:40:00
Sell,8850.0,8848.0,2.0,False,False,Afternoon,2025-02-27,13:45:00
Buy,8846.0,8844.0,-2.0,False,True,Afternoon,2025-02-27,13:50:00
Buy,8844.0,8867.0,23.0,True,False,Afternoon,2025-02-27,13:55:00
Sell,8870.0,8872.0,-2.0,False,True,Afternoon,2025-02-27,14:00:00
Buy,8868.0,8866.0,-2.0,False,True,Afternoon,2025-02-27,14:05:00
Sell,8871.0,8873.0,-2.0,False,True,Afternoon,2025-02-27,14:10:00
Buy,8854.0,8852.0,-2.0,False,True,Afternoon,2025-02-27,14:15:00
Buy,8835.0,8833.0,-2.0,False,True,Afternoon,2025-02-27,14:20:00
Sell,8854.0,8831.0,23.0,True,False,Afternoon,2025-02-27,14:25:00
Buy,8832.0,8830.0,-2.0,False,True,Afternoon,2025-02-27,14:30:00
Buy,8825.0,8823.0,-2.0,False,True,Afternoon,2025-02-27,14:35:00
Buy,8803.0,8826.0,23.0,True,False,Afternoon,2025-02-27,14:40:00
Sell,8843.0,8845.0,-2.0,False,True,Afternoon,2025-02-27,14:45:00
Buy,8841.0,8864.0,23.0,True,False,Afternoon,2025-02-27,14:50:00
Sell,8859.0,8861.0,-2.0,False,True,Afternoon,2025-02-27,14:55:00
Sell,8864.0,8866.0,-2.0,False,True,Afternoon,2025-02-27,15:00:00
Sell,8893.0,8870.0,23.0,True,False,Afternoon,2025-02-27,15:05:00
Buy,8862.0,8860.0,-2.0,False,True,Afternoon,2025-02-27,15:10:00
Sell,8866.0,8868.0,-2.0,False,True,Afternoon,2025-02-27,15:15:00
Sell,8885.0,8887.0,-2.0,False,True,Afternoon,2025-02-27,15:20:00
Sell,8200.0,8177.0,23.0,True,False,Morning,2025-02-28,09:10:00
Buy,8099.0,8097.0,-2.0,False,True,Morning,2025-02-28,09:15:00
Buy,8056.0,8079.0,23.0,True,False,Morning,2025-02-28,09:20:00
Buy,8009.0,8032.0,23.0,True,False,Morning,2025-02-28,09:25:00
Sell,8071.0,8073.0,-2.0,False,True,Morning,2025-02-28,09:30:00
Sell,8135.0,8112.0,23.0,True,False,Morning,2025-02-28,09:35:00
Buy,8133.0,8131.0,-2.0,False,True,Morning,2025-02-28,09:40:00
Buy,8101.0,8099.0,-2.0,False,True,Morning,2025-02-28,09:45:00
Buy,8079.0,8102.0,23.0,True,False,Morning,2025-02-28,09:50:00
Sell,8109.0,8111.0,-2.0,False,True,Morning,2025-02-28,09:55:00
Sell,8127.0,8104.0,23.0,True,False,Morning,2025-02-28,10:00:00
Buy,8101.0,8099.0,-2.0,False,True,Morning,2025-02-28,10:05:00
Sell,8106.0,8108.0,-2.0,False,True,Morning,2025-02-28,10:10:00
,8106.0,,0.0,False,False,Morning,2025-02-28,10:15:00
Sell,8107.0,8109.0,-2.0,False,True,Morning,2025-02-28,10:20:00
Sell,8148.0,8150.0,-2.0,False,True,Morning,2025-02-28,10:25:00
Buy,8134.0,8132.0,-2.0,False,True,Morning,2025-02-28,10:30:00
Buy,8110.0,8108.0,-2.0,False,True,Morning,2025-02-28,10:35:00
,8110.0,,0.0,False,False,Morning,2025-02-28,10:40:00
Buy,8101.0,8124.0,23.0,True,False,Morning,2025-02-28,10:45:00
Buy,8097.0,8095.0,-2.0,False,True,Morning,2025-02-28,10:50:00
Buy,8091.0,8089.0,-2.0,False,True,Morning,2025-02-28,10:55:00
Buy,8073.0,8071.0,-2.0,False,True,Morning,2025-02-28,11:00:00
Sell,8077.0,8079.0,-2.0,False,True,Morning,2025-02-28,11:05:00
Buy,8070.0,8068.0,-2.0,False,True,Morning,2025-02-28,11:10:00
Buy,8060.0,8058.0,-2.0,False,True,Morning,2025-02-28,11:15:00
,8060.0,,0.0,False,False,Morning,2025-02-28,11:20:00
Sell,8073.0,8075.0,-2.0,False,True,Morning,2025-02-28,11:25:00
Sell,8088.0,8090.0,-2.0,False,True,Morning,2025-02-28,11:30:00
Sell,8065.0,8052.0,13.0,False,False,Afternoon,2025-02-28,12:30:00
Buy,8053.0,8051.0,-2.0,False,True,Afternoon,2025-02-28,12:35:00
Sell,8064.0,8041.0,23.0,True,False,Afternoon,2025-02-28,12:40:00
Buy,8037.0,8035.0,-2.0,False,True,Afternoon,2025-02-28,12:45:00
Buy,8022.0,8033.0,11.0,False,False,Afternoon,2025-02-28,12:50:00
Sell,8032.0,8034.0,-2.0,False,True,Afternoon,2025-02-28,12:55:00
Sell,8049.0,8051.0,-2.0,False,True,Afternoon,2025-02-28,13:00:00
Buy,8042.0,8040.0,-2.0,False,True,Afternoon,2025-02-28,13:05:00
Buy,8039.0,8037.0,-2.0,False,True,Afternoon,2025-02-28,13:10:00
Buy,8017.0,8028.0,11.0,False,False,Afternoon,2025-02-28,13:15:00
Sell,8028.0,8030.0,-2.0,False,True,Afternoon,2025-02-28,13:20:00
Sell,8043.0,8045.0,-2.0,False,True,Afternoon,2025-02-28,13:25:00
Sell,8051.0,8053.0,-2.0,False,True,Afternoon,2025-02-28,13:30:00
Sell,8065.0,8067.0,-2.0,False,True,Afternoon,2025-02-28,13:35:00
Sell,8091.0,8093.0,-2.0,False,True,Afternoon,2025-02-28,13:40:00
Sell,8113.0,8115.0,-2.0,False,True,Afternoon,2025-02-28,13:45:00
,8114.0,,0.0,False,False,Afternoon,2025-02-28,13:50:00
Buy,8101.0,8099.0,-2.0,False,True,Afternoon,2025-02-28,13:55:00
Buy,8062.0,8060.0,-2.0,False,True,Afternoon,2025-02-28,14:00:00
,8063.0,,0.0,False,False,Afternoon,2025-02-28,14:05:00
Sell,8074.0,8076.0,-2.0,False,True,Afternoon,2025-02-28,14:10:00
Sell,8081.0,8083.0,-2.0,False,True,Afternoon,2025-02-28,14:15:00
Buy,8079.0,8102.0,23.0,True,False,Afternoon,2025-02-28,14:20:00
Sell,8103.0,8105.0,-2.0,False,True,Afternoon,2025-02-28,14:25:00
Buy,8097.0,8095.0,-2.0,False,True,Afternoon,2025-02-28,14:30:00
Buy,8086.0,8084.0,-2.0,False,True,Afternoon,2025-02-28,14:35:00
Sell,8096.0,8098.0,-2.0,False,True,Afternoon,2025-02-28,14:40:00
Sell,8104.0,8106.0,-2.0,False,True,Afternoon,2025-02-28,14:45:00
Buy,8098.0,8096.0,-2.0,False,True,Afternoon,2025-02-28,14:50:00
Buy,8094.0,8092.0,-2.0,False,True,Afternoon,2025-02-28,14:55:00
Sell,8097.0,8099.0,-2.0,False,True,Afternoon,2025-02-28,15:00:00
Buy,8091.0,8089.0,-2.0,False,True,Afternoon,2025-02-28,15:05:00
Sell,8096.0,8098.0,-2.0,False,True,Afternoon,2025-02-28,15:10:00
Sell,8100.0,8102.0,-2.0,False,True,Afternoon,2025-02-28,15:15:00
Buy,8095.0,8093.0,-2.0,False,True,Afternoon,2025-02-28,15:20:00
Sell,8329.0,8306.0,23.0,True,False,Morning,2025-03-03,09:00:00
Buy,8215.0,8213.0,-2.0,False,True,Morning,2025-03-03,09:05:00
Buy,8199.0,8197.0,-2.0,False,True,Morning,2025-03-03,09:10:00
Buy,8163.0,8161.0,-2.0,False,True,Morning,2025-03-03,09:15:00
Buy,8125.0,8148.0,23.0,True,False,Morning,2025-03-03,09:20:00
Buy,8119.0,8142.0,23.0,True,False,Morning,2025-03-03,09:25:00
Buy,8117.0,8140.0,23.0,True,False,Morning,2025-03-03,09:30:00
Sell,8132.0,8134.0,-2.0,False,True,Morning,2025-03-03,09:35:00
Sell,8144.0,8130.0,14.0,False,False,Morning,2025-03-03,09:40:00
Buy,8131.0,8129.0,-2.0,False,True,Morning,2025-03-03,09:45:00
Sell,8154.0,8156.0,-2.0,False,True,Morning,2025-03-03,09:50:00
Sell,8163.0,8140.0,23.0,True,False,Morning,2025-03-03,09:55:00
Buy,8149.0,8172.0,23.0,True,False,Morning,2025-03-03,10:00:00
Sell,8159.0,8136.0,23.0,True,False,Morning,2025-03-03,10:05:00
Buy,8135.0,8133.0,-2.0,False,True,Morning,2025-03-03,10:10:00
Buy,8123.0,8121.0,-2.0,False,True,Morning,2025-03-03,10:15:00
Sell,8131.0,8133.0,-2.0,False,True,Morning,2025-03-03,10:20:00
Sell,8135.0,8131.0,4.0,False,False,Morning,2025-03-03,10:25:00
Buy,8130.0,8128.0,-2.0,False,True,Morning,2025-03-03,10:30:00
Buy,8120.0,8118.0,-2.0,False,True,Morning,2025-03-03,10:35:00
Buy,8091.0,8089.0,-2.0,False,True,Morning,2025-03-03,10:40:00
Buy,8052.0,8075.0,23.0,True,False,Morning,2025-03-03,10:45:00
Sell,8069.0,8071.0,-2.0,False,True,Morning,2025-03-03,10:50:00
Sell,8076.0,8053.0,23.0,True,False,Morning,2025-03-03,10:55:00
Buy,8052.0,8050.0,-2.0,False,True,Morning,2025-03-03,11:00:00
Sell,8060.0,8037.0,23.0,True,False,Morning,2025-03-03,11:05:00
Buy,8038.0,8036.0,-2.0,False,True,Morning,2025-03-03,11:10:00
Sell,8043.0,8045.0,-2.0,False,True,Morning,2025-03-03,11:15:00
Sell,8048.0,8050.0,-2.0,False,True,Morning,2025-03-03,11:20:00
Sell,8072.0,8074.0,-2.0,False,True,Morning,2025-03-03,11:25:00
Buy,8061.0,8065.0,4.0,False,False,Morning,2025-03-03,11:30:00
Sell,8066.0,8068.0,-2.0,False,True,Afternoon,2025-03-03,12:30:00
Sell,8066.0,8068.0,-2.0,False,True,Afternoon,2025-03-03,12:35:00
Sell,8094.0,8096.0,-2.0,False,True,Afternoon,2025-03-03,12:40:00
Buy,8084.0,8091.0,7.0,False,False,Afternoon,2025-03-03,12:45:00
Sell,8092.0,8094.0,-2.0,False,True,Afternoon,2025-03-03,12:50:00
Buy,8087.0,8085.0,-2.0,False,True,Afternoon,2025-03-03,12:55:00
Buy,8082.0,8095.0,13.0,False,False,Afternoon,2025-03-03,13:00:00
Sell,8095.0,8097.0,-2.0,False,True,Afternoon,2025-03-03,13:05:00
Sell,8098.0,8091.0,7.0,False,False,Afternoon,2025-03-03,13:10:00
Buy,8092.0,8090.0,-2.0,False,True,Afternoon,2025-03-03,13:15:00
,8092.0,,0.0,False,False,Afternoon,2025-03-03,13:20:00
Sell,8092.0,8094.0,-2.0,False,True,Afternoon,2025-03-03,13:25:00
Buy,8074.0,8072.0,-2.0,False,True,Afternoon,2025-03-03,13:30:00
Sell,8074.0,8076.0,-2.0,False,True,Afternoon,2025-03-03,13:35:00
Buy,8072.0,8084.0,12.0,False,False,Afternoon,2025-03-03,13:40:00
Sell,8084.0,8081.0,3.0,False,False,Afternoon,2025-03-03,13:45:00
Buy,8081.0,8079.0,-2.0,False,True,Afternoon,2025-03-03,13:50:00
Buy,8077.0,8079.0,2.0,False,False,Afternoon,2025-03-03,13:55:00
Sell,8079.0,8081.0,-2.0,False,True,Afternoon,2025-03-03,14:00:00
Sell,8095.0,8084.0,11.0,False,False,Afternoon,2025-03-03,14:05:00
Buy,8084.0,8082.0,-2.0,False,True,Afternoon,2025-03-03,14:10:00
Sell,8087.0,8089.0,-2.0,False,True,Afternoon,2025-03-03,14:15:00
Sell,8097.0,8099.0,-2.0,False,True,Afternoon,2025-03-03,14:20:00
Buy,8091.0,8095.0,4.0,False,False,Afternoon,2025-03-03,14:25:00
Sell,8094.0,8096.0,-2.0,False,True,Afternoon,2025-03-03,14:30:00
Sell,8101.0,8103.0,-2.0,False,True,Afternoon,2025-03-03,14:35:00
Sell,8104.0,8106.0,-2.0,False,True,Afternoon,2025-03-03,14:40:00
Buy,8103.0,8101.0,-2.0,False,True,Afternoon,2025-03-03,14:45:00
Buy,8099.0,8097.0,-2.0,False,True,Afternoon,2025-03-03,14:50:00
Buy,8092.0,8105.0,13.0,False,False,Afternoon,2025-03-03,14:55:00
Sell,8104.0,8101.0,3.0,False,False,Afternoon,2025-03-03,15:00:00
Buy,8101.0,8099.0,-2.0,False,True,Afternoon,2025-03-03,15:05:00
Buy,8098.0,8096.0,-2.0,False,True,Afternoon,2025-03-03,15:10:00
Sell,8103.0,8105.0,-2.0,False,True,Afternoon,2025-03-03,15:15:00
Sell,8107.0,8109.0,-2.0,False,True,Afternoon,2025-03-03,15:20:00
Sell,7500.0,7477.0,23.0,True,False,Morning,2025-03-04,09:10:00
Buy,7487.0,7510.0,23.0,True,False,Morning,2025-03-04,09:15:00
Sell,7552.0,7529.0,23.0,True,False,Morning,2025-03-04,09:20:00
Buy,7487.0,7510.0,23.0,True,False,Morning,2025-03-04,09:25:00
Sell,7520.0,7497.0,23.0,True,False,Morning,2025-03-04,09:30:00
Buy,7492.0,7515.0,23.0,True,False,Morning,2025-03-04,09:35:00
Sell,7501.0,7478.0,23.0,True,False,Morning,2025-03-04,09:40:00
Buy,7478.0,7501.0,23.0,True,False,Morning,2025-03-04,09:45:00
Sell,7512.0,7514.0,-2.0,False,True,Morning,2025-03-04,09:50:00
,7513.0,,0.0,False,False,Morning,2025-03-04,09:55:00
Buy,7492.0,7490.0,-2.0,False,True,Morning,2025-03-04,10:00:00
Buy,7453.0,7451.0,-2.0,False,True,Morning,2025-03-04,10:05:00
Buy,7449.0,7447.0,-2.0,False,True,Morning,2025-03-04,10:10:00
Buy,7425.0,7423.0,-2.0,False,True,Morning,2025-03-04,10:15:00
Buy,7411.0,7434.0,23.0,True,False,Morning,2025-03-04,10:20:00
Sell,7435.0,7437.0,-2.0,False,True,Morning,2025-03-04,10:25:00
