〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
19/01/16,8:45,20530,20540,20530,20530,1051,,8:45,20530,20540,20530,20530,1304,,8:45,20530,20540,20520,20530,1317,,8:45,20530,20540,20520,20520,1357,,8:45,20530,20550,20520,20540,2061,,8:45,20530,20550,20460,20460,4807,,8:45,20530,20550,20390,20400,8149,,8:45,20530,20550,20350,20420,12753,,19/01/16,20530,20550,20290,20430,43413,,19/01/16,20450,20570,20410,20570,16911
19/01/16,8:46,20530,20530,20530,20530,177,,8:48,20530,20530,20520,20530,18,,8:50,20530,20530,20520,20520,40,,8:55,20520,20550,20460,20460,3450,,9:00,20540,20550,20390,20400,6088,,9:05,20460,20460,20350,20400,5341,,9:15,20400,20440,20350,20420,4604,,9:45,20410,20430,20290,20310,7435,,,,,,,,,,,,,,
19/01/16,8:47,20530,20530,20530,20530,76,,8:51,20530,20530,20520,20520,29,,8:55,20520,20550,20520,20540,704,,9:05,20460,20460,20390,20400,3342,,9:15,20400,20410,20350,20390,2682,,9:25,20390,20440,20360,20420,2605,,9:45,20410,20430,20370,20400,2522,,10:45,20310,20410,20300,20380,6302,,,,,,,,,,,,,,
19/01/16,8:48,20530,20530,20520,20520,3,,8:54,20520,20540,20520,20530,162,,9:00,20540,20550,20460,20460,2746,,9:15,20400,20400,20350,20400,1999,,9:30,20380,20440,20360,20420,1922,,9:45,20410,20420,20370,20380,1512,,10:15,20390,20400,20290,20310,4913,,11:45,20380,20440,20380,20380,3353,,,,,,,,,,,,,,
19/01/16,8:49,20530,20530,20530,20530,10,,8:57,20530,20550,20530,20540,548,,9:05,20460,20460,20410,20440,1799,,9:25,20390,20420,20360,20410,1417,,9:45,20410,20420,20380,20400,1009,,10:05,20380,20430,20340,20380,2232,,10:45,20310,20360,20300,20350,3786,,12:45,20380,20440,20380,20420,3557,,,,,,,,,,,,,,
19/01/16,8:50,20530,20530,20530,20530,5,,9:00,20540,20550,20500,20510,2022,,9:10,20430,20430,20390,20400,1543,,9:35,20420,20440,20400,20420,1188,,10:00,20400,20430,20370,20400,1513,,10:25,20380,20380,20290,20310,3691,,11:15,20350,20410,20350,20380,2516,,13:45,20420,20430,20380,20410,3343,,,,,,,,,,,,,,
19/01/16,8:51,20530,20530,20520,20530,20,,9:03,20500,20500,20430,20430,1210,,9:15,20400,20400,20350,20370,1466,,9:45,20410,20410,20380,20390,729,,10:15,20390,20400,20340,20360,1872,,10:45,20310,20360,20300,20350,2881,,11:45,20380,20410,20380,20400,1040,,14:45,20410,20430,20390,20420,5619,,,,,,,,,,,,,,
19/01/16,8:52,20530,20530,20520,20520,4,,9:06,20430,20450,20420,20440,791,,9:20,20370,20400,20360,20400,533,,9:55,20390,20420,20370,20380,783,,10:30,20360,20360,20290,20310,3041,,11:05,20350,20390,20320,20390,1533,,12:15,20400,20440,20380,20380,2313,,15:15,20430,20430,20430,20430,1051,,,,,,,,,,,,,,
19/01/16,8:53,20530,20530,20520,20520,5,,9:09,20430,20440,20390,20410,1550,,9:25,20390,20410,20380,20390,683,,10:05,20380,20430,20370,20400,1010,,10:45,20310,20360,20300,20360,2228,,11:25,20390,20410,20370,20380,1888,,12:45,20380,20420,20380,20400,1677,,16:30,20450,20490,20440,20470,2336,,,,,,,,,,,,,,
19/01/16,8:54,20520,20520,20520,20520,6,,9:12,20400,20410,20390,20400,515,,9:30,20380,20420,20360,20410,734,,10:15,20390,20400,20340,20380,1222,,11:00,20360,20360,20320,20350,1558,,11:45,20380,20410,20380,20410,703,,13:15,20400,20440,20390,20420,1880,,17:30,20480,20480,20420,20430,1008,,,,,,,,,,,,,,
19/01/16,8:55,20520,20530,20520,20530,151,,9:15,20400,20400,20360,20390,806,,9:35,20420,20440,20410,20420,888,,10:25,20380,20380,20300,20310,2006,,11:15,20350,20410,20350,20390,1658,,12:05,20410,20440,20400,20420,1213,,13:45,20420,20430,20380,20410,1579,,18:30,20430,20450,20410,20440,1315,,,,,,,,,,,,,,
19/01/16,8:56,20530,20540,20530,20530,5,,9:18,20390,20390,20350,20360,779,,9:40,20420,20430,20400,20420,300,,10:35,20300,20320,20290,20310,1685,,11:30,20400,20400,20370,20380,858,,12:25,20420,20420,20380,20380,1437,,14:15,20410,20420,20380,20410,1764,,19:30,20440,20450,20410,20420,728,,,,,,,,,,,,,,
19/01/16,8:57,20530,20530,20530,20530,81,,9:21,20360,20390,20360,20390,407,,9:45,20410,20410,20390,20400,423,,10:45,20310,20340,20300,20330,1465,,11:45,20380,20410,20380,20410,478,,12:45,20380,20420,20380,20420,1247,,14:45,20410,20430,20390,20420,5619,,20:30,20420,20440,20420,20440,845,,,,,,,,,,,,,,
19/01/16,8:58,20530,20540,20530,20540,167,,9:24,20390,20400,20380,20380,349,,9:50,20400,20400,20380,20390,306,,10:55,20340,20360,20340,20350,1416,,12:00,20400,20410,20390,20400,562,,13:05,20410,20420,20390,20410,915,,15:15,20430,20430,20430,20430,1051,,21:30,20440,20460,20430,20440,719,,,,,,,,,,,,,,
19/01/16,8:59,20540,20550,20540,20540,300,,9:27,20390,20410,20380,20390,341,,9:55,20390,20420,20390,20400,280,,11:05,20350,20360,20320,20350,905,,12:15,20400,20440,20400,20410,1076,,13:25,20410,20440,20390,20420,1395,,16:30,20450,20460,20440,20460,1022,,22:30,20450,20470,20430,20460,815,,,,,,,,,,,,,,
19/01/16,9:00,20540,20550,20520,20520,818,,9:30,20380,20400,20360,20400,558,,10:00,20400,20400,20370,20380,503,,11:15,20350,20390,20350,20390,628,,12:30,20410,20420,20380,20380,1237,,13:45,20420,20430,20390,20400,1005,,17:00,20460,20490,20450,20470,1314,,23:30,20460,20520,20460,20500,2910,,,,,,,,,,,,,,
19/01/16,9:01,20520,20520,20510,20510,454,,9:33,20400,20430,20390,20430,524,,10:05,20380,20390,20370,20380,333,,11:25,20390,20410,20380,20390,1158,,12:45,20380,20420,20380,20410,893,,14:05,20390,20420,20380,20410,1215,,17:30,20480,20480,20430,20440,547,,0:30,20500,20530,20460,20530,2284,,,,,,,,,,,,,,
19/01/16,9:02,20510,20520,20500,20510,750,,9:36,20430,20440,20410,20420,412,,10:10,20390,20430,20390,20400,677,,11:35,20400,20400,20370,20380,730,,13:00,20410,20420,20390,20400,784,,14:25,20410,20420,20380,20410,1123,,18:00,20440,20450,20420,20430,461,,1:30,20540,20570,20480,20480,1773,,,,,,,,,,,,,,
19/01/16,9:03,20500,20500,20490,20490,342,,9:39,20420,20430,20400,20400,291,,10:15,20390,20400,20370,20370,491,,11:45,20380,20390,20380,20390,394,,13:15,20400,20410,20390,20410,799,,14:45,20410,20430,20390,20420,4994,,18:30,20430,20430,20410,20420,719,,2:30,20480,20490,20460,20490,683,,,,,,,,,,,,,,
19/01/16,9:04,20490,20490,20460,20460,382,,9:42,20400,20430,20400,20420,137,,10:20,20370,20390,20340,20380,731,,11:55,20390,20410,20390,20410,309,,13:30,20410,20440,20400,20420,1081,,15:05,20430,20430,20410,20420,625,,19:00,20420,20450,20420,20440,596,,3:30,20490,20540,20490,20540,504,,,,,,,,,,,,,,
19/01/16,9:05,20460,20460,20430,20430,486,,9:45,20410,20410,20390,20390,232,,10:25,20380,20380,20360,20360,650,,12:05,20410,20410,20400,20400,337,,13:45,20420,20430,20390,20400,967,,15:15,20430,20430,20430,20430,1051,,19:30,20440,20450,20410,20420,365,,4:30,20540,20560,20530,20550,871,,,,,,,,,,,,,,
19/01/16,9:06,20430,20450,20420,20450,263,,9:48,20400,20410,20380,20380,241,,10:30,20360,20360,20300,20310,1356,,12:15,20400,20440,20400,20420,876,,14:00,20400,20410,20380,20410,612,,16:30,20450,20460,20440,20460,797,,20:00,20420,20420,20410,20420,363,,5:30,20570,20570,20570,20570,120,,,,,,,,,,,,,,
19/01/16,9:07,20450,20450,20430,20440,269,,9:51,20380,20390,20380,20390,52,,10:35,20300,20320,20300,20300,1042,,12:25,20420,20420,20400,20400,481,,14:15,20410,20420,20390,20410,819,,16:50,20460,20490,20460,20470,774,,20:30,20420,20440,20420,20430,317,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:08,20440,20450,20440,20440,259,,9:54,20390,20400,20390,20400,231,,10:40,20300,20310,20290,20310,643,,12:35,20400,20420,20380,20380,956,,14:30,20410,20410,20380,20410,945,,17:10,20470,20480,20450,20470,765,,21:00,20440,20440,20420,20440,528,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:09,20430,20440,20410,20440,522,,9:57,20400,20420,20400,20400,253,,10:45,20310,20330,20300,20330,717,,12:45,20380,20410,20380,20400,537,,14:45,20410,20430,20390,20410,3364,,17:30,20480,20480,20440,20440,309,,21:30,20440,20460,20430,20450,348,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:10,20430,20430,20430,20430,241,,10:00,20400,20400,20370,20370,295,,10:50,20330,20340,20320,20330,748,,12:55,20390,20420,20390,20420,710,,15:00,20410,20430,20400,20420,2255,,17:50,20440,20450,20430,20450,438,,22:00,20450,20460,20440,20440,371,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:11,20430,20430,20390,20410,787,,10:03,20370,20390,20370,20380,272,,10:55,20340,20360,20340,20360,763,,13:05,20410,20420,20390,20400,430,,15:15,20430,20430,20430,20430,1051,,18:10,20450,20450,20420,20430,261,,22:30,20450,20460,20430,20440,300,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:12,20400,20400,20390,20400,94,,10:06,20380,20390,20380,20380,200,,11:00,20360,20360,20340,20350,653,,13:15,20400,20410,20390,20410,485,,16:30,20450,20460,20440,20450,552,,18:30,20430,20430,20410,20420,485,,23:00,20440,20470,20440,20460,515,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:13,20390,20410,20390,20410,203,,10:09,20380,20420,20380,20420,342,,11:05,20350,20350,20320,20350,528,,13:25,20410,20440,20390,20430,780,,16:45,20450,20460,20450,20460,470,,18:50,20420,20440,20410,20440,281,,23:30,20460,20520,20460,20510,1898,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:14,20410,20410,20400,20400,218,,10:12,20420,20430,20400,20400,404,,11:10,20350,20360,20340,20350,377,,13:35,20430,20440,20420,20420,615,,17:00,20460,20490,20460,20480,721,,19:10,20440,20450,20440,20440,549,,0:00,20510,20520,20490,20500,1012,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:15,20400,20400,20370,20390,246,,10:15,20390,20400,20380,20390,246,,11:15,20350,20370,20350,20360,204,,13:45,20420,20430,20410,20410,734,,17:15,20480,20480,20450,20470,593,,19:30,20440,20450,20430,20430,174,,0:30,20500,20510,20460,20510,1099,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:16,20390,20390,20360,20360,191,,10:18,20390,20390,20340,20370,579,,11:20,20360,20390,20360,20390,424,,13:55,20410,20410,20390,20400,271,,17:30,20480,20480,20450,20460,265,,19:50,20430,20430,20410,20410,344,,1:00,20510,20530,20460,20530,1185,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:17,20360,20390,20360,20390,369,,10:21,20370,20390,20370,20380,296,,11:25,20390,20410,20380,20390,1030,,14:05,20390,20410,20380,20410,574,,17:45,20460,20460,20430,20440,282,,20:10,20410,20420,20410,20420,210,,1:30,20540,20570,20490,20500,1300,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:18,20390,20390,20350,20360,243,,10:24,20380,20380,20370,20370,210,,11:30,20400,20400,20390,20390,128,,14:15,20410,20420,20390,20410,641,,18:00,20440,20450,20440,20440,308,,20:30,20420,20440,20420,20430,245,,2:00,20500,20500,20480,20480,473,,,,,,,,,,,,,,,,,,,,,
19/01/16,9:19,20360,20380,20350,20370,417,,10:27,20370,20380,20360,20360,541,,11:35,20400,20400,20370,20380,470,,14:25,20410,20420,20390,20390,431,,18:15,20440,20440,20420,20430,153,,20:50,20430,20440,20420,20420,298,,2:30,20480,20490,20460,20490,400,,,,,,,,,,,,,,,,,,,,,
