〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
24/04/18,8:45,37740,37760,37740,37750,483,,8:45,37740,37760,37740,37750,576,,8:45,37740,37760,37710,37720,734,,8:45,37740,37770,37710,37770,943,,8:45,37740,37810,37710,37780,1456,,8:45,37740,37810,37690,37720,2881,,8:45,37740,37810,37660,37660,4991,,8:45,37740,37890,37660,37760,11033,,24/04/18,37740,38250,37660,38170,43460,,24/04/18,38200,38220,37720,37750,20961
24/04/18,8:46,37750,37760,37750,37760,47,,8:48,37750,37750,37710,37730,205,,8:50,37720,37770,37720,37770,209,,8:55,37770,37810,37690,37720,1938,,9:00,37780,37780,37660,37660,3535,,9:05,37730,37790,37660,37780,4020,,9:15,37670,37890,37670,37760,6042,,9:45,37760,37930,37700,37860,7473,,,,,,,,,,,,,,
24/04/18,8:47,37760,37760,37740,37750,46,,8:51,37740,37760,37740,37750,125,,8:55,37770,37810,37760,37780,513,,9:05,37730,37780,37660,37660,2110,,9:15,37670,37890,37670,37810,3666,,9:25,37780,37890,37740,37760,4132,,9:45,37760,37930,37700,37900,3787,,10:45,37870,38120,37860,38110,6884,,,,,,,,,,,,,,
24/04/18,8:48,37750,37750,37710,37710,80,,8:54,37760,37780,37760,37770,221,,9:00,37780,37780,37690,37720,1425,,9:15,37670,37790,37670,37780,1910,,9:30,37810,37870,37740,37760,2376,,9:45,37760,37910,37700,37900,2605,,10:15,37910,37930,37790,37860,3686,,11:45,38120,38180,38070,38150,3408,,,,,,,,,,,,,,
24/04/18,8:49,37710,37720,37710,37720,78,,8:57,37780,37810,37760,37780,329,,9:05,37730,37780,37720,37760,874,,9:25,37780,37890,37770,37840,2671,,9:45,37760,37860,37700,37850,1724,,10:05,37890,37930,37820,37870,2620,,10:45,37870,38060,37860,38020,4007,,12:45,38150,38210,38100,38120,3848,,,,,,,,,,,,,,
24/04/18,8:50,37720,37730,37720,37730,47,,9:00,37780,37780,37690,37720,1029,,9:10,37760,37760,37660,37660,1236,,9:35,37830,37870,37740,37760,1461,,10:00,37850,37930,37820,37900,2063,,10:25,37880,37910,37790,37860,2248,,11:15,38020,38120,37990,38110,2877,,13:45,38110,38250,38030,38180,5922,,,,,,,,,,,,,,
24/04/18,8:51,37740,37750,37740,37750,51,,9:03,37710,37760,37700,37760,655,,9:15,37670,37730,37670,37670,1226,,9:45,37760,37790,37700,37780,1202,,10:15,37910,37930,37850,37870,1848,,10:45,37870,38000,37860,38000,2640,,11:45,38120,38140,38090,38110,1114,,14:45,38170,38170,38070,38140,3542,,,,,,,,,,,,,,
24/04/18,8:52,37750,37760,37750,37750,54,,9:06,37750,37780,37730,37740,492,,9:20,37680,37790,37680,37780,684,,9:55,37780,37910,37780,37900,1403,,10:30,37860,37880,37790,37860,1838,,11:05,38000,38080,37990,38070,2472,,12:15,38110,38180,38070,38150,2294,,15:15,38170,38170,38170,38170,1350,,,,,,,,,,,,,,
24/04/18,8:53,37750,37750,37740,37750,20,,9:09,37740,37770,37660,37680,729,,9:25,37780,37890,37770,37810,1756,,10:05,37890,37930,37820,37900,1182,,10:45,37870,37980,37860,37980,1891,,11:25,38070,38120,38060,38110,1772,,12:45,38150,38210,38100,38190,2087,,16:30,38200,38220,38060,38080,2496,,,,,,,,,,,,,,
24/04/18,8:54,37760,37770,37760,37770,37,,9:12,37690,37730,37660,37660,630,,9:30,37810,37870,37780,37840,915,,10:15,37910,37930,37850,37870,1438,,11:00,37970,38060,37940,38020,2116,,11:45,38120,38140,38090,38130,862,,13:15,38190,38200,38110,38120,1761,,17:30,38080,38110,37980,37980,1243,,,,,,,,,,,,,,
24/04/18,8:55,37770,37780,37760,37770,52,,9:15,37670,37730,37670,37700,883,,9:35,37830,37870,37820,37840,684,,10:25,37880,37910,37830,37840,1145,,11:15,38020,38100,37990,38090,1534,,12:05,38120,38130,38070,38110,812,,13:45,38110,38110,38030,38110,2178,,18:30,37980,38050,37970,38040,949,,,,,,,,,,,,,,
24/04/18,8:56,37760,37770,37760,37770,132,,9:18,37690,37710,37670,37690,530,,9:40,37830,37860,37740,37760,777,,10:35,37840,37870,37790,37860,1103,,11:30,38090,38120,38080,38110,1343,,12:25,38110,38180,38100,38150,1734,,14:15,38110,38250,38040,38180,3744,,19:30,38050,38130,38050,38100,1379,,,,,,,,,,,,,,
24/04/18,8:57,37780,37790,37780,37790,77,,9:21,37690,37780,37680,37770,358,,9:45,37760,37790,37720,37730,514,,10:45,37870,37950,37860,37900,1368,,11:45,38120,38140,38090,38110,721,,12:45,38150,38150,38100,38140,1429,,14:45,38170,38170,38070,38140,3542,,20:30,38090,38120,38000,38020,1033,,,,,,,,,,,,,,
24/04/18,8:58,37800,37810,37800,37800,92,,9:24,37770,37890,37770,37880,1171,,9:50,37720,37790,37700,37780,688,,10:55,37910,38000,37900,38000,1272,,12:00,38110,38130,38100,38110,393,,13:05,38140,38210,38140,38190,1144,,15:15,38170,38170,38170,38170,1350,,21:30,38030,38070,37910,37930,1771,,,,,,,,,,,,,,
24/04/18,8:59,37790,37790,37760,37780,160,,9:27,37880,37880,37770,37810,724,,9:55,37780,37860,37780,37850,522,,11:05,38000,38060,37990,38020,1367,,12:15,38110,38130,38070,38130,675,,13:25,38180,38180,38110,38120,1275,,16:30,38200,38220,38110,38130,1420,,22:30,37930,37970,37730,37950,4212,,,,,,,,,,,,,,
24/04/18,9:00,37780,37780,37690,37700,556,,9:30,37810,37870,37780,37850,645,,10:00,37850,37910,37830,37900,881,,11:15,38020,38080,37990,38070,1105,,12:30,38130,38180,38100,38150,1619,,13:45,38110,38110,38050,38050,1379,,17:00,38130,38140,38060,38080,1076,,23:30,37950,38120,37950,38060,1936,,,,,,,,,,,,,,
24/04/18,9:01,37700,37750,37700,37720,277,,9:33,37860,37870,37820,37830,440,,10:05,37890,37910,37820,37850,644,,11:25,38070,38120,38060,38110,1205,,12:45,38150,38150,38100,38130,1192,,14:05,38040,38120,38030,38120,1817,,17:30,38080,38110,38070,38080,340,,0:30,38060,38060,37950,38030,1593,,,,,,,,,,,,,,
24/04/18,9:02,37720,37730,37720,37720,196,,9:36,37830,37870,37820,37840,372,,10:10,37860,37930,37860,37900,538,,11:35,38100,38120,38090,38110,567,,13:00,38130,38210,38110,38190,895,,14:25,38120,38250,38120,38180,2726,,18:00,38080,38080,37980,37980,903,,1:30,38020,38030,37730,37810,1298,,,,,,,,,,,,,,
24/04/18,9:03,37710,37720,37700,37710,198,,9:39,37840,37860,37820,37830,414,,10:15,37910,37930,37890,37900,742,,11:45,38120,38140,38100,38100,523,,13:15,38190,38200,38150,38170,675,,14:45,38170,38170,38070,38150,2727,,18:30,37980,38030,37970,38030,498,,2:30,37810,37860,37720,37800,915,,,,,,,,,,,,,,
24/04/18,9:04,37710,37740,37710,37720,198,,9:42,37830,37830,37740,37760,505,,10:20,37910,37930,37850,37870,696,,11:55,38110,38130,38090,38130,339,,13:30,38170,38170,38110,38120,1086,,15:05,38150,38170,38100,38140,815,,19:00,38040,38050,37990,38040,451,,3:30,37810,37830,37740,37780,873,,,,,,,,,,,,,,
