〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/11/22,8:45,33120,33130,33110,33130,662,,8:45,33120,33140,33110,33140,823,,8:45,33120,33150,33110,33140,1024,,8:45,33120,33150,33110,33130,1356,,8:45,33120,33170,33110,33170,1790,,8:45,33120,33260,33110,33260,3938,,8:45,33120,33360,33110,33360,5591,,8:45,33120,33470,33110,33470,9888,,23/11/22,33120,33600,33110,33440,28965,,23/11/22,33460,33760,33440,33760,11899
23/11/22,8:46,33130,33140,33130,33140,95,,8:48,33140,33150,33140,33140,204,,8:50,33140,33140,33110,33130,332,,8:55,33140,33260,33140,33260,2582,,9:00,33170,33360,33150,33360,3801,,9:05,33270,33430,33250,33400,3574,,9:15,33360,33470,33340,33470,4297,,9:45,33470,33600,33390,33530,6312,,,,,,,,,,,,,,
23/11/22,8:47,33140,33140,33140,33140,66,,8:51,33130,33130,33110,33130,312,,8:55,33140,33170,33140,33170,434,,9:05,33270,33360,33250,33360,1653,,9:15,33360,33440,33340,33420,2441,,9:25,33410,33470,33410,33470,2376,,9:45,33470,33520,33390,33470,2765,,10:45,33530,33600,33520,33560,2581,,,,,,,,,,,,,,
23/11/22,8:48,33140,33150,33140,33150,117,,8:54,33130,33160,33130,33160,197,,9:00,33170,33260,33150,33260,2148,,9:15,33360,33430,33340,33400,1921,,9:30,33420,33470,33420,33470,1856,,9:45,33470,33470,33390,33460,1745,,10:15,33470,33600,33440,33530,3547,,11:45,33560,33560,33460,33510,2434,,,,,,,,,,,,,,
23/11/22,8:49,33150,33150,33140,33140,84,,8:57,33160,33170,33160,33170,254,,9:05,33270,33300,33250,33290,584,,9:25,33410,33470,33410,33470,1274,,9:45,33470,33470,33390,33450,1457,,10:05,33450,33520,33440,33520,1874,,10:45,33530,33590,33520,33570,1659,,12:45,33510,33520,33440,33450,2448,,,,,,,,,,,,,,
23/11/22,8:50,33140,33140,33140,33140,3,,9:00,33170,33250,33150,33240,1662,,9:10,33290,33360,33290,33360,1069,,9:35,33470,33470,33420,33470,1102,,10:00,33450,33520,33430,33470,1308,,10:25,33520,33600,33520,33530,2693,,11:15,33560,33600,33530,33560,922,,13:45,33450,33530,33410,33420,2498,,,,,,,,,,,,,,
23/11/22,8:51,33130,33130,33130,33130,105,,9:03,33240,33270,33230,33260,608,,9:15,33360,33390,33340,33390,1125,,9:45,33470,33470,33390,33410,958,,10:15,33470,33600,33440,33570,2219,,10:45,33530,33590,33530,33540,1159,,11:45,33560,33560,33510,33510,746,,14:45,33420,33460,33410,33440,2283,,,,,,,,,,,,,,
23/11/22,8:52,33120,33120,33110,33120,161,,9:06,33260,33280,33250,33270,336,,9:20,33390,33430,33390,33400,796,,9:55,33420,33470,33420,33460,787,,10:30,33580,33580,33520,33530,1328,,11:05,33550,33570,33520,33550,828,,12:15,33510,33530,33460,33510,1688,,15:15,33440,33440,33440,33440,521,,,,,,,,,,,,,,
23/11/22,8:53,33120,33130,33120,33130,46,,9:09,33280,33330,33270,33310,646,,9:25,33410,33440,33410,33420,520,,10:05,33450,33520,33440,33470,1020,,10:45,33530,33590,33530,33570,912,,11:25,33550,33600,33550,33560,594,,12:45,33510,33520,33440,33460,1535,,16:30,33460,33550,33440,33540,1221,,,,,,,,,,,,,,
23/11/22,8:54,33130,33130,33130,33130,17,,9:12,33310,33360,33310,33360,549,,9:30,33420,33470,33420,33470,754,,10:15,33470,33520,33440,33520,854,,11:00,33570,33580,33520,33570,747,,11:45,33560,33560,33520,33530,481,,13:15,33460,33460,33440,33450,913,,17:30,33540,33590,33510,33560,865,,,,,,,,,,,,,,
