ticker,sequence_length,lookahead_period,scaling_factor,threshold,cumulative_return,sharpe_ratio,trade_count,total_cost,pred_return_std
7203.T,100,3,100,0.05,1.0020895226497826,0.5196265845408802,306,0.0036118884105235337,0.0003797150442558612
7203.T,100,3,100,0.1,1.0103830491388246,2.245755283296148,93,0.004287592775654048,0.000321439419356153
7203.T,100,3,100,0.2,1.0,0.0,0,0.0,0.0003076280961126531
7203.T,100,3,200,0.05,1.037683855925677,3.207750933190963,425,0.00835494021885097,0.0004394298643383148
7203.T,100,3,200,0.1,1.0284765396629407,2.042645848356011,385,0.008695716643705964,0.000480311480205707
7203.T,100,3,200,0.2,1.0224211747480205,2.885970834916053,106,0.005507428431883454,0.00033292006911906096
7203.T,100,5,50,0.05,0.9933953172673871,-2.9068261024447812,194,0.004266439867205918,0.00047357741329061997
7203.T,100,5,50,0.1,1.0103392027076166,2.5503625955132616,181,0.0020458821672946215,0.0007667602783089767
7203.T,100,5,50,0.2,1.0026215345101677,4.343263954041369,7,0.0005056409165263176,0.00044722984043068874
7203.T,100,5,100,0.05,1.0203077035920907,2.441902388267391,438,0.0038148585008457303,0.0005070219338115376
7203.T,100,5,100,0.1,0.9934487672694583,-1.6832631202193338,222,0.004910774668678642,0.0004752445650052952
7203.T,100,5,100,0.2,1.052163734752263,3.9025251835160053,168,0.005388967553153635,0.0007309630405915504
7203.T,100,5,200,0.05,1.0739738481466952,4.839204928493127,445,0.0041393476072698835,0.0003896592294620868
7203.T,100,5,200,0.1,1.0074015841877848,1.3752960849291092,239,0.00649685813114047,0.00028510172129984955
7203.T,100,5,200,0.2,1.0990653699635162,5.215806250653058,365,0.0047620110213756565,0.0006292058309573871
7203.T,100,10,50,0.05,1.097778965908302,6.3463459297705045,467,0.00873210912104696,0.0013732955320178862
7203.T,100,10,50,0.1,1.1362188426738,7.542102011906684,394,0.003244145098142326,0.0013959554515930405
7203.T,100,10,50,0.2,1.0064747271371188,6.338551449642394,10,0.0005910288076847791,0.0009436173530916977
7203.T,100,10,100,0.05,1.1839873810053567,6.576200966813601,404,0.0058495443430729216,0.0011470560979411394
7203.T,100,10,100,0.1,1.187904858827044,6.09099419088034,376,0.007578339101746679,0.0013704812094545089
7203.T,100,10,100,0.2,1.2440110081023217,7.875159320375511,307,0.01105084540322423,0.0012434218492409508
7203.T,100,10,200,0.05,1.4592347113787263,6.915961153861552,498,0.010215999325737357,0.0011922790326681502
7203.T,100,10,200,0.1,1.57297699166347,9.597314867011557,479,0.027658867090940478,0.001239844689936337
7203.T,100,10,200,0.2,1.29874955967061,5.926564169790571,421,0.010078373132273555,0.0010314515970321354
9984.T,20,3,50,0.05,1.0020967583398908,2.2441996536191438,149,0.0030974026536569,0.00038707086152124247
9984.T,20,3,50,0.1,0.9960344794854178,-7.983998942383386,33,0.0004397914046421647,0.0004582671823719522
9984.T,20,3,50,0.2,1.0,0.0,0,0.0,0.0006843746542671566
9984.T,20,3,100,0.05,1.0133868969623745,4.068826397574317,384,0.0028364487923681738,0.0003122642420761771
9984.T,20,3,100,0.1,1.0018668581769974,0.7013890042102822,159,0.002002803678624332,0.0003811375989787412
9984.T,20,3,100,0.2,1.0078951984491056,2.05657850968437,51,0.002408017171546817,0.00047834058600455885
9984.T,20,3,200,0.05,0.9907980086579087,-1.4235555970355054,421,0.012955307424999774,0.00036543132974637446
9984.T,20,3,200,0.1,0.9937707387041265,-1.0548666675043725,336,0.008992437249980867,0.0003037227053063394
9984.T,20,3,200,0.2,0.9846418515943388,-4.114803284596808,101,0.007617250317707658,0.0003061740149245317
9984.T,20,5,50,0.05,1.0068649459762153,2.855113151443077,220,0.002917325042653829,0.0005299839612276331
9984.T,20,5,50,0.1,0.9891056419885133,-8.531222385633619,46,0.00146910035982728,0.0005423563736697393
9984.T,20,5,50,0.2,1.0,0.0,0,0.0,0.0006285056928838225
9984.T,20,5,100,0.05,1.042507205875754,5.550885490589933,461,0.004848604509606958,0.0005492951017318591
9984.T,20,5,100,0.1,0.9930590061721518,-4.668076328633932,72,0.0012313741026446223,0.00030220413976208264
9984.T,20,5,100,0.2,1.0375892156830127,3.6303221101305465,212,0.011843717191368341,0.0011157203328919726
9984.T,20,5,200,0.05,0.9938884956866313,-0.31028707418055834,441,0.014893877413123846,0.0008458000507566976
9984.T,20,5,200,0.1,0.9843509624179995,-2.4528902493683744,347,0.009254894638434054,0.0005099265332328326
9984.T,20,5,200,0.2,1.0724116371956136,5.150541977679756,232,0.0172050925437361,0.0007054616681711975
9984.T,20,10,50,0.05,0.9795647692526733,-5.442108339567698,254,0.00397855268092826,0.0006777030944302706
9984.T,20,10,50,0.1,0.9684311994628393,-8.72908024226979,189,0.0027447573374956846,0.0008255124492385585
9984.T,20,10,50,0.2,1.0,0.0,0,0.0,0.0008307012401037282
9984.T,20,10,100,0.05,0.9745185969015808,-2.565414073934515,415,0.007519154029432685,0.0008958094696535071
9984.T,20,10,100,0.1,0.9670609641873511,-1.9758678526332925,411,0.010616474808193744,0.0012902559676288444
9984.T,20,10,100,0.2,0.9204953805187895,-7.206846984402615,187,0.011987083032727242,0.0009307710169417127
9984.T,20,10,200,0.05,0.982764281497238,-0.8384112143537108,492,0.01209944519214332,0.0007837570860432927
9984.T,20,10,200,0.1,0.894924603470743,-9.041054503988342,369,0.010567883728072047,0.0005749677033561011
9984.T,20,10,200,0.2,0.9037818994604447,-8.335408672210576,225,0.016342005180194973,0.0007093398247271043
9984.T,50,3,50,0.05,1.0015015102075109,0.8736208324876258,192,0.002200277615338564,0.00037685860992951276
9984.T,50,3,50,0.1,1.0,0.0,0,0.0,0.0001843168582547894
9984.T,50,3,50,0.2,1.0,0.0,0,0.0,0.00039093344702333924
9984.T,50,3,100,0.05,0.9929465183138171,-5.60479025241749,157,0.002267309551825747,0.00019478682146190923
9984.T,50,3,100,0.1,1.005326133065277,3.1581844687464597,117,0.0035572556080296636,0.00032241446341863087
9984.T,50,3,100,0.2,1.0,0.0,0,0.0,0.000251098277208413
9984.T,50,3,200,0.05,0.9766789055690308,-2.0888065535650444,487,0.0225009030662477,0.0006267058741703575
9984.T,50,3,200,0.1,1.024569466706828,4.856616792775384,234,0.007323161512613296,0.00028791419522512026
9984.T,50,3,200,0.2,0.976688142825779,-7.950324953614218,115,0.005158933624625206,0.00034134612332913344
9984.T,50,5,50,0.05,0.9982766127511837,-1.1902637912954792,131,0.0011634804774075748,0.0003363119190026128
9984.T,50,5,50,0.1,1.0191954456527137,5.316880559232215,29,0.0013336874078959226,0.0004803773758003823
9984.T,50,5,50,0.2,1.0,0.0,0,0.0,0.0004232196153971776
9984.T,50,5,100,0.05,1.001380593672363,0.3031041327052459,402,0.00421505942940712,0.0004334790472056793
9984.T,50,5,100,0.1,0.9971688257077921,-0.544575515388896,269,0.005277297168504447,0.0006272807414528691
9984.T,50,5,100,0.2,1.036163801092846,5.946778967525622,23,0.0009514691308140755,0.0004869979260601031
9984.T,50,5,200,0.05,1.0292852538701216,3.799935723286445,444,0.008217184012755752,0.00031828001869242824
9984.T,50,5,200,0.1,0.9948716275351837,-0.5432132627999924,416,0.010018089204095304,0.0004157722852678795
9984.T,50,5,200,0.2,0.9874849799136401,-3.1030516899972747,131,0.004762378381565214,0.00035057169364139176
9984.T,50,10,50,0.05,1.0033234333727223,0.6003654569521761,394,0.003599011094775051,0.0008157996754227665
9984.T,50,10,50,0.1,0.9665134774247243,-6.57624080788354,171,0.0032858492806553843,0.000945442574363498
9984.T,50,10,50,0.2,1.0081993662719229,1.2066314489596135,81,0.007116329111158848,0.0011446751547155001
9984.T,50,10,100,0.05,1.076552827889069,7.518811160420081,467,0.004728045384399593,0.0005389221584281103
9984.T,50,10,100,0.1,0.9572494955906548,-4.5791038796496455,306,0.016174675244838,0.0008294327978627559
9984.T,50,10,100,0.2,0.9583985663143203,-4.919777764247133,147,0.007751171104609967,0.0007189846349622336
9984.T,50,10,200,0.05,0.9302605670257578,-4.009771670493229,468,0.015239694248884916,0.0008428899231718681
9984.T,50,10,200,0.1,0.917016605515268,-5.244217712944766,390,0.013670651055872441,0.0007693577064176717
9984.T,50,10,200,0.2,0.9915571549134617,-0.15952162419185137,391,0.02527622878551483,0.0010909946783076044
9984.T,100,3,50,0.05,1.0128663294485962,5.943166650771995,220,0.003923998936079443,0.0006793540639202618
9984.T,100,3,50,0.1,1.0,0.0,0,0.0,0.00018841959321546037
9984.T,100,3,50,0.2,1.0,0.0,0,0.0,0.00022286749573364832
9984.T,100,3,100,0.05,1.0149654417589111,3.617888243085611,374,0.0028885313076898456,0.0003961530123082001
9984.T,100,3,100,0.1,1.0100728177450349,1.837209621335525,229,0.005508990120142699,0.0004425047476727466
9984.T,100,3,100,0.2,0.998912186892935,-3.846761574281756,7,0.0008721021004021168,0.00026651209535884023
9984.T,100,3,200,0.05,0.97059477664477,-4.635118897898444,418,0.01009359114104882,0.0004532400090631598
9984.T,100,3,200,0.1,0.9827715712219981,-3.664234083822855,326,0.009548325231298805,0.0003623381063865961
9984.T,100,3,200,0.2,1.0077290071060112,0.9065021712682955,175,0.0074847650714218615,0.0004867716932235678
9984.T,100,5,50,0.05,1.0531565278479127,5.527035079246794,421,0.008172875549644232,0.0014077836275472983
9984.T,100,5,50,0.1,0.9825056128964491,-11.988842463888187,66,0.0017477278597652912,0.0004960367362982768
9984.T,100,5,50,0.2,1.0,0.0,0,0.0,0.0006101205006183273
9984.T,100,5,100,0.05,1.0041056066365717,1.0153502433377908,367,0.005215404200134799,0.00041084128998061017
9984.T,100,5,100,0.1,0.952890074931573,-10.758112282665417,212,0.007453536801040173,0.0005205935893929642
9984.T,100,5,100,0.2,0.9960435052952586,-5.245299532575208,5,0.0004166658502072096,0.0003594889274732954
9984.T,100,5,200,0.05,0.9480857709002808,-9.02772995993443,415,0.010159300034865737,0.00040142356438464203
9984.T,100,5,200,0.1,0.9821928558315929,-1.7231097118026748,408,0.016650460846722125,0.0004626789728567363
9984.T,100,5,200,0.2,0.9297015512183474,-8.041075081594903,252,0.009343243716284633,0.0006641023432771877
9984.T,100,10,50,0.05,0.9846411815545506,-6.130581157429278,238,0.0015301398583687843,0.0004768119504694199
9984.T,100,10,50,0.1,0.994079321010193,-2.122928069594027,119,0.0022195174591615797,0.0007077894031496928
9984.T,100,10,50,0.2,1.0,0.0,0,0.0,0.0007762635231188444
9984.T,100,10,100,0.05,1.3744325594934357,8.409814848394635,505,0.0063777046743780375,0.0020035825234649136
9984.T,100,10,100,0.1,0.9565128041197349,-4.893571147667945,273,0.005201436567585915,0.0007791981274927283
9984.T,100,10,100,0.2,0.9451115966523213,-7.190949666101605,202,0.004338664701208472,0.0008211555716042593
9984.T,100,10,200,0.05,0.9839570843430507,-0.7579588073406403,478,0.01310335574671626,0.0008045755799368829
9984.T,100,10,200,0.1,0.8064691876341094,-11.630380664958489,436,0.01703782347030938,0.0008568116064579435
9984.T,100,10,200,0.2,0.8862610473276797,-6.116858641374077,326,0.013379547302611173,0.0008196786298209201
8306.T,20,3,50,0.05,0.9885763060724949,-5.735017268434023,239,0.004844486084766686,0.0005906680359855167
8306.T,20,3,50,0.1,1.0,0.0,0,0.0,0.000309431535114082
8306.T,20,3,50,0.2,1.0,0.0,0,0.0,0.0004829341989426288
8306.T,20,3,100,0.05,0.9965082184884891,-1.6497384133753772,239,0.00562149245524779,0.0003283955367921494
8306.T,20,3,100,0.1,1.0113909925120754,3.3125745773980584,85,0.002534698182716966,0.0002915453759606236
8306.T,20,3,100,0.2,1.0014740763391987,1.011280833696987,16,0.00055737872608006,0.0003679714823628378
8306.T,20,3,200,0.05,1.053692372440477,3.336453772874749,518,0.007803043338935822,0.0006925979874351673
8306.T,20,3,200,0.1,1.0036148892174757,0.29831631853403195,487,0.02611437891609967,0.000759365284184182
8306.T,20,3,200,0.2,0.9690326354449763,-4.534340051062695,172,0.011969411373138427,0.00043898500488954
8306.T,20,5,50,0.05,1.014629711349519,5.4216899091422315,190,0.004131892917212099,0.0005116809124338911
8306.T,20,5,50,0.1,1.018099398346987,5.581011721312214,101,0.0032292097341269257,0.0006502129909439905
8306.T,20,5,50,0.2,1.0211435942016973,4.150462899206778,48,0.002532362984493375,0.0010196225896039164
8306.T,20,5,100,0.05,1.0141192980156533,4.572852948368332,251,0.004597437189659104,0.00030164037793935645
8306.T,20,5,100,0.1,1.0157667681563398,5.782973987017779,105,0.0032962206983938812,0.0003427413489711083
8306.T,20,5,100,0.2,1.0386770083870005,4.215306155505371,132,0.008754965290427208,0.0007874914179650738
8306.T,20,5,200,0.05,1.0390184111306844,2.672385478473798,482,0.014493202010635286,0.0008110574855045719
8306.T,20,5,200,0.1,0.962884637647605,-4.5663809052506705,404,0.008379100123420358,0.00045543187570114046
8306.T,20,5,200,0.2,0.9695107059594766,-3.1636256268445035,252,0.012841232679784298,0.0007169239046034297
8306.T,20,10,50,0.05,1.0331866851273523,4.729045189475561,448,0.0049751611892133955,0.0007888734349980195
8306.T,20,10,50,0.1,1.009132551816179,4.23766354070555,98,0.003797633689828217,0.000635279348113316
8306.T,20,10,50,0.2,0.9993888207824199,-0.30871233305177,44,0.002350977761670947,0.0009435058029621221
8306.T,20,10,100,0.05,1.070856559594567,5.737965152073735,452,0.010282385034952313,0.0007366741423945168
8306.T,20,10,100,0.1,1.0865473340423264,7.335399638584934,347,0.010290669545065611,0.0007084869939054271
8306.T,20,10,100,0.2,0.9968287854915763,-4.025978841597604,13,0.0008861351758241654,0.00039379259651378456
8306.T,20,10,200,0.05,1.0059814573361632,0.49583104383446086,490,0.02684104221407324,0.000628390952843411
8306.T,20,10,200,0.1,1.1109449208080793,4.220101945846764,470,0.020389533415436745,0.0007953361455167201
8306.T,20,10,200,0.2,1.0677215451559987,7.133326834865022,178,0.010601923475041986,0.00042076681487208305
8306.T,50,3,50,0.05,1.0018658361987705,3.987048838179256,46,0.0005616199690848589,0.0002496018359380996
8306.T,50,3,50,0.1,0.9970094109696778,-2.152119028212649,83,0.0025688298046588898,0.0006000324040506537
8306.T,50,3,50,0.2,1.0,0.0,0,0.0,0.0003227392379489662
8306.T,50,3,100,0.05,0.9962494606006288,-1.548653415324335,392,0.005846531805582345,0.00039923196647146823
8306.T,50,3,100,0.1,0.9982826067221999,-4.948911319693329,15,0.0006571954116225243,0.00021837490336410902
8306.T,50,3,100,0.2,1.0235862842824726,3.419335790223198,82,0.004797222837805748,0.0005959849124655415
8306.T,50,3,200,0.05,1.0292559243818977,2.8291626911985635,455,0.010993149387650192,0.0005088973387011942
8306.T,50,3,200,0.1,1.028300685907879,2.4548974700021904,382,0.014768847450613977,0.0005119656625097291
8306.T,50,3,200,0.2,0.9970016307370698,-1.2392285758589152,50,0.0033205151092261078,0.00024413582519080022
8306.T,50,5,50,0.05,1.006304897477596,6.496421619433933,135,0.0011596685275435449,0.0003443908467494341
8306.T,50,5,50,0.1,0.9912785482531901,-2.851603035091031,170,0.0052807458443567155,0.0007227360489432512
8306.T,50,5,50,0.2,1.0,0.0,0,0.0,0.0007157269844185851
8306.T,50,5,100,0.05,1.0280511724587929,4.717811075665879,392,0.005041703744791448,0.0004037129268550705
8306.T,50,5,100,0.1,1.0391715219909967,6.799122130140656,157,0.004962941817939282,0.0004121041177629229
8306.T,50,5,100,0.2,0.9981937548802502,-3.746475491660395,10,0.0008231356739997864,0.00035962820653114626
8306.T,50,5,200,0.05,1.0790740415668487,4.958278051938864,484,0.009436406893655658,0.0005268522863323337
8306.T,50,5,200,0.1,1.0444584635986012,3.6259230391769806,404,0.020822915597818792,0.0006849591604936617
8306.T,50,5,200,0.2,1.0087400162594802,3.174366144384408,70,0.0035185632761567834,0.0002808310416608798
8306.T,50,10,50,0.05,1.004502443248598,1.9857954145184065,182,0.0019679484656080605,0.0004566986566611832
8306.T,50,10,50,0.1,1.004799605297135,2.8703074348670348,77,0.001871133386157453,0.0005849326463236916
8306.T,50,10,50,0.2,0.9982896191334922,-0.36421235726518286,131,0.005236249975860119,0.001454271691046086
8306.T,50,10,100,0.05,0.9964934469040816,-0.4731230582885409,413,0.016744743031449617,0.0007758889610634387
8306.T,50,10,100,0.1,1.0772436916111359,5.175274003966601,398,0.010012041148729623,0.0009531026400250603
8306.T,50,10,100,0.2,1.0600117314014434,4.567847475650201,217,0.011467406805604697,0.0008927950813176272
8306.T,50,10,200,0.05,0.9899630088398439,-1.336622147107614,405,0.012592149409465491,0.00045576410102009317
8306.T,50,10,200,0.1,0.993547988402916,-1.0156846129453634,292,0.010159913240931929,0.00036739415368814267
8306.T,50,10,200,0.2,0.9806507111064541,-4.58218289911696,88,0.003938975743949413,0.00032346660936772805
8306.T,100,3,50,0.05,1.0049000595116329,1.6186173532195163,223,0.00501094211358577,0.0005960519426263886
8306.T,100,3,50,0.1,1.0,0.0,0,0.0,0.00028141737967447974
8306.T,100,3,50,0.2,1.0,0.0,0,0.0,0.0006586907472066327
8306.T,100,3,100,0.05,0.9933748972838695,-3.573300072730269,263,0.0049219141597859565,0.0003073396784838727
8306.T,100,3,100,0.1,1.005507137216473,3.4989191148864256,45,0.001237265905365348,0.00024469270231119647
8306.T,100,3,100,0.2,1.0,0.0,0,0.0,0.0001841641399755973
8306.T,100,3,200,0.05,1.0509382393878195,2.8155117730314942,501,0.015269928425550462,0.0008180672491838038
8306.T,100,3,200,0.1,0.9966925188678324,-1.027287620117089,170,0.004910768358968198,0.0002638889240322592
8306.T,100,3,200,0.2,1.0344099153647213,3.2243407846581316,166,0.011053872900083661,0.00041405201591267535
8306.T,100,5,50,0.05,1.0052948642182755,3.485265841964712,248,0.0031794715381693096,0.0005209437819522863
8306.T,100,5,50,0.1,1.0037761808397385,1.6816158033572448,89,0.002489164681173861,0.0006367156684804358
8306.T,100,5,50,0.2,1.0037752174906178,2.5957017301619323,17,0.0010223938152194023,0.0007562046388865493
8306.T,100,5,100,0.05,1.0265781176436686,3.150967169520882,380,0.015170261776074768,0.000683672174859144
8306.T,100,5,100,0.1,1.0055787169054589,1.3575864358644316,214,0.005461374623700977,0.0005879782229953582
8306.T,100,5,100,0.2,0.9999804603600267,-0.048922956720463644,5,0.00045179938897490504,0.00029744456476495524
8306.T,100,5,200,0.05,1.0291127824970696,7.271456244584894,335,0.00862862645299174,0.00026511827862659045
8306.T,100,5,200,0.1,0.9168822525244481,-3.364706829246272,468,0.033747380157001315,0.0012629056152941352
8306.T,100,5,200,0.2,1.058637680343278,4.7617728017674175,176,0.01661426736973226,0.0004938988369551549
8306.T,100,10,50,0.05,1.0573036415070731,8.156096052669017,386,0.003655352385248989,0.0007787813565424829
8306.T,100,10,50,0.1,0.9907742064271493,-6.78529116294875,62,0.001482688426040113,0.0005635929709077058
8306.T,100,10,50,0.2,1.0014154472748518,1.4316209365416444,14,0.0009003911167383194,0.0006720707113987428
8306.T,100,10,100,0.05,1.0307199804172662,5.0232216500782165,416,0.0068532574106939135,0.000696520579526854
8306.T,100,10,100,0.1,1.0885191716316405,6.102665792582034,443,0.014781764405779541,0.0009293748382645741
8306.T,100,10,100,0.2,1.0525935848531254,4.426450041212672,144,0.00798222259618342,0.0007629872806902819
8306.T,100,10,200,0.05,1.2431185658083053,9.307911187207402,495,0.01737143169157207,0.0012142220187674384
8306.T,100,10,200,0.1,1.1094436426923049,7.59662923966486,406,0.016996817965991794,0.000533753990684072
8306.T,100,10,200,0.2,1.0214173941297326,1.4055676144238705,327,0.02562060095369816,0.0008867550847788154
8035.T,20,3,50,0.05,1.0034643438584259,1.573427311397884,180,0.003594430844532326,0.0005373121274962586
8035.T,20,3,50,0.1,1.0000083893536316,0.01065877163862202,49,0.001800347352400422,0.0004478798605531565
8035.T,20,3,50,0.2,1.0,0.0,0,0.0,0.0005772269324825031
8035.T,20,3,100,0.05,1.0183843851341332,3.5130631819420626,408,0.0055833553662523626,0.0004414543199492731
8035.T,20,3,100,0.1,1.000256220976884,0.06543357741655456,139,0.006458260072395206,0.00047390009223856057
8035.T,20,3,100,0.2,1.0184874147581435,5.4926757403547555,60,0.005067910719662905,0.0005233761394434445
8035.T,20,3,200,0.05,1.0142509255027956,2.4541154526450413,438,0.004358790267724544,0.0002469233742882083
8035.T,20,3,200,0.1,0.9880819582444321,-1.5411267128959067,349,0.016668785293586553,0.00035227289940018176
8035.T,20,3,200,0.2,1.0306319040373244,4.658314830236003,108,0.005574089521542191,0.0003281497861850222
8035.T,20,5,50,0.05,1.0030341155448417,0.8382101196774437,246,0.003568643727339804,0.0006095870035884508
8035.T,20,5,50,0.1,0.9888064906503732,-4.095503331254495,35,0.0016343167750164868,0.0004722385015915591
8035.T,20,5,50,0.2,0.9957677708083729,-5.008985648369998,8,0.0008654422592371703,0.0005799273854883302
8035.T,20,5,100,0.05,0.9909619603466643,-1.5306998112865926,266,0.008410237729549408,0.0004644158498620609
8035.T,20,5,100,0.1,0.9824451369213257,-3.546247115504806,194,0.007215343625284732,0.00046605263021368425
8035.T,20,5,100,0.2,1.0016784824574645,0.4031114053917982,42,0.0027220614720135927,0.00048189621794087183
8035.T,20,5,200,0.05,1.024859867102178,1.4378350266982876,507,0.013969588035251945,0.0005682738137412708
8035.T,20,5,200,0.1,1.0524285993754923,2.509225490549929,476,0.008865918894298375,0.0006502709568479743
8035.T,20,5,200,0.2,0.9918622796431709,-0.6206278672579296,188,0.01406941213645041,0.00048303557460153154
8035.T,20,10,50,0.05,1.04267476564034,4.322183981890377,421,0.004565217951312661,0.0008725358601175184
8035.T,20,10,50,0.1,1.0398738329466521,3.362407417480785,393,0.004631037334911526,0.0011639389826821368
8035.T,20,10,50,0.2,0.9661740326007697,-3.2269648012641468,158,0.009026988642290235,0.0014993712927908807
8035.T,20,10,100,0.05,1.2244655358258612,7.4617206225336465,465,0.008075182803440838,0.0012857536420168704
