threshold,mean,median,std
0.05,1.0419607885864284,1.0145785292554874,0.08328491513420912
0.1,1.0344931511897146,1.0103752908354324,0.09878925720705081
0.2,1.0308003397655634,1.000605396324218,0.11498091967350406
