ticker,mean,median,std
6857.T,1.0206492018052997,1.01672777444381,0.05395491438749216
6861.T,1.0293319701001606,1.0069618239467533,0.0644094807698158
7203.T,1.079104017634138,1.024862454344376,0.13836694931546112
7974.T,1.1078719725432273,1.0477125389985116,0.18434003847982033
8035.T,1.019390371057947,1.0030341155448417,0.06255463612777618
8306.T,1.0197752945838598,1.005507137216473,0.0411292957663398
9983.T,1.0181542964133623,1.0064046425857436,0.0336933849937714
9984.T,0.9917342879732224,0.9960344794854178,0.05832337112447536
