scaling_factor,mean,median,std
50,1.0106090825847565,1.000452852200088,0.03138195213796292
100,1.0330433913910086,1.0108756274088493,0.07578371430210153
200,1.0636018055659415,1.0290651702139897,0.14775508449617727
