comparison_ticker,ipo_ticker,first_open_price,price_10_days,price_30_days,price_60_days,price_90_days,price_180_days,current_price
5802.T,5838.T,1670.0,1757.5,1692.0,1741.5,1785.5,1892.0,2056.0
5803.T,4040.T,897.0,936.0,1167.5,1173.5,1201.5,1144.0,4685.0
2269.T,5571.T,3225.0,3330.0,3170.0,3315.0,3750.0,3536.0,3519.0
4506.T,5570.T,838.0,822.0,632.0,664.0999755859375,527.5,489.0,708.0
7912.T,9348.T,1895.0,1915.0,1987.5,1983.0,1923.5,2096.0,1924.5
8233.T,5258.T,980.0,971.0,1008.0,934.5,1111.5,973.75,1093.0
8354.T,5256.T,2539.0,2506.0,2604.0,2871.0,3285.0,3209.0,3480.0
6146.T,9346.T,15080.0,14460.0,18020.0,21465.0,26265.0,33620.0,26760.0
9984.T,5257.T,5190.0,5178.0,4950.0,6622.0,7022.0,6099.0,6810.0
4004.T,9345.T,2143.0,2200.0,2182.0,2287.0,2127.0,2889.5,2536.0
7751.T,5027.T,2887.0,2925.5,3222.0,3785.0,3600.0,3600.0,4280.0
5333.T,7163.T,1750.0,1744.0,1707.0,1763.5,1755.0,1689.0,1677.0
8306.T,5254.T,840.5999755859375,851.5999755859375,870.2000122070312,1033.5,1144.5,1204.5,1685.5
5801.T,5255.T,2396.0,2404.0,2487.0,2495.5,2396.5,2217.5,4153.0
6753.T,9344.T,946.0,949.0,990.0,793.4000244140625,839.9000244140625,1042.0,840.7999877929688
5802.T,5253.T,1636.5,1636.0,1749.0,1732.5,1751.5,1735.5,2056.0
4755.T,5252.T,652.0,625.0,667.0,514.2000122070312,560.0,579.4000244140625,784.0
7201.T,7119.T,472.1000061035156,502.5,501.0,544.2999877929688,645.7999877929688,568.5,321.0
7832.T,9343.T,2763.333251953125,2874.0,3101.0,3479.0,3222.0,2763.5,5056.0
6472.T,7120.T,325.0,340.0,341.0,300.0,318.70001220703125,261.1000061035156,211.6999969482422
8802.T,5250.T,1643.5,1683.0,1576.0,1638.0,1729.0,1905.0,2505.5
3086.T,5248.T,1215.0,1214.0,1359.0,1444.0,1415.0,1407.5,1745.5
8795.T,9342.T,1903.0,1993.0,2054.0,1580.0,1793.0,2507.0,2769.5
6674.T,5246.T,2124.0,2160.0,2445.0,2285.0,2461.0,2714.5,2369.0
8304.T,5247.T,2653.0,2652.0,2625.0,2404.0,2476.0,3194.0,1861.0
4523.T,7115.T,8680.0,8329.0,7705.0,7167.0,8095.0,8983.0,3983.0
9007.T,7116.T,1707.0,1615.0,1696.0,1682.0,2069.0,2357.5,1618.5
3092.T,9340.T,1063.3333740234375,1061.6666259765625,1090.0,1013.3333129882812,972.6666870117188,980.5,1455.0
9434.T,9341.T,149.1999969482422,146.5500030517578,153.0500030517578,154.60000610351562,154.3000030517578,174.75,218.60000610351562
8058.T,5244.T,1436.6666259765625,1400.0,1545.0,1554.3333740234375,1681.6666259765625,2485.666748046875,2486.0
9101.T,9339.T,3210.0,2969.5,3172.0,3283.0,3153.0,4002.0,4558.0
5214.T,2937.T,2455.0,2394.0,2368.0,2426.0,2475.0,2641.0,3153.0
7951.T,5242.T,1670.0,1595.0,1673.3333740234375,1621.6666259765625,1790.0,1441.3333740234375,1025.0
7832.T,5243.T,2784.666748046875,2726.666748046875,2898.666748046875,2727.666748046875,3083.0,3242.0,5056.0
6674.T,5240.T,2105.0,2094.0,2241.0,2230.0,2412.0,2677.5,2369.0
6302.T,9338.T,2850.0,2599.0,2755.0,3080.0,3300.0,3719.0,2898.0
6770.T,9337.T,1273.0,1197.0,1390.0,1250.0,1235.0,1196.0,1417.5
8031.T,5138.T,2020.5,1935.0,1910.0,1988.5,2095.0,2826.5,2657.5
9009.T,5139.T,1286.6666259765625,1250.0,1260.0,1295.0,1565.0,1906.0,1417.5
8309.T,7114.T,2139.0,2287.5,2367.5,2439.0,2435.5,2858.5,3343.0
9532.T,5137.T,2140.0,2122.0,2048.0,2201.0,2197.0,2397.5,3447.0
6770.T,9204.T,1294.0,1223.0,1298.0,1279.0,1199.0,1237.0,1417.5
8316.T,9336.T,1540.3333740234375,1773.3333740234375,1933.3333740234375,1889.6666259765625,1878.3333740234375,2308.0,3230.0
6762.T,5527.T,967.0,874.0,928.0,954.0,912.0,1068.4000244140625,1375.0
6857.T,4892.T,2387.5,2480.0,2235.0,2702.5,2867.5,4837.5,5485.0
6861.T,9565.T,58090.0,56630.0,55080.0,58400.0,59960.0,59930.0,58150.0
2282.T,5136.T,3770.0,3655.0,3595.0,3775.0,3910.0,4427.0,5330.0
9022.T,4891.T,3306.0,3202.0,3173.0,3044.0,3237.0,3679.0,2998.0
6326.T,2936.T,2045.0,2056.5,1833.0,1978.5,1900.0,2184.0,1666.0
3289.T,5134.T,715.0,736.0,631.0,642.0,627.0,833.7000122070312,1001.0
8591.T,5132.T,2125.0,2149.0,2202.5,2265.5,2400.5,2607.0,2820.5
1332.T,9564.T,537.0,504.0,525.0,531.0,557.0,671.0999755859375,863.7000122070312
8252.T,5131.T,2418.0,2325.0,2277.0,2164.0,2133.0,2453.5,2884.0
4911.T,9563.T,5080.0,5184.0,6296.0,6500.0,6344.0,6289.0,2274.5
4183.T,9562.T,2782.0,2787.0,2995.0,2984.0,3285.0,4006.0,3033.0
5411.T,5834.T,1424.0,1389.0,1539.0,1600.0,1734.0,1987.5,1642.0
5101.T,6526.T,2261.0,2353.0,2155.0,2005.0,2573.0,3163.0,2950.5
5803.T,7112.T,892.0,865.0,1123.0,953.0,967.0,1202.5,4685.0
5706.T,4447.T,3105.0,3005.0,3105.0,3050.0,3330.0,3288.0,3702.0
6988.T,5129.T,1646.0,1594.0,1702.0,1506.0,1686.0,2128.0,2514.0
3659.T,5127.T,2562.0,2568.0,2605.0,2917.0,3070.0,2798.5,2169.5
