〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/04/07,8:45,29720,29730,29710,29720,360,,8:45,29720,29730,29690,29730,643,,8:45,29720,29730,29690,29720,678,,8:45,29720,29750,29690,29730,782,,8:45,29720,29770,29690,29760,1046,,8:45,29720,29790,29690,29780,1856,,8:45,29720,29800,29690,29800,2979,,8:45,29720,29870,29690,29840,6127,,21/04/07,29720,29870,29520,29710,30139,,21/04/07,29710,29710,29550,29660,9958
21/04/07,8:46,29710,29710,29690,29690,169,,8:48,29730,29730,29720,29720,39,,8:50,29720,29750,29720,29730,104,,8:55,29730,29790,29700,29780,1074,,9:00,29760,29800,29700,29800,1933,,9:05,29770,29820,29750,29750,2073,,9:15,29810,29870,29740,29840,3148,,9:45,29830,29840,29630,29630,4835,,,,,,,,,,,,,,
21/04/07,8:47,29700,29730,29700,29730,114,,8:51,29720,29730,29720,29730,65,,8:55,29730,29770,29730,29760,264,,9:05,29770,29800,29760,29800,1123,,9:15,29810,29820,29740,29790,1248,,9:25,29750,29870,29740,29840,2198,,9:45,29830,29840,29750,29800,2206,,10:45,29630,29740,29520,29700,8241,,,,,,,,,,,,,,
21/04/07,8:48,29730,29730,29730,29730,19,,8:54,29730,29750,29730,29750,75,,9:00,29760,29790,29700,29780,810,,9:15,29810,29820,29750,29750,950,,9:30,29790,29870,29780,29840,1900,,9:45,29830,29840,29780,29790,1266,,10:15,29800,29820,29630,29630,2629,,11:45,29700,29800,29680,29780,2803,,,,,,,,,,,,,,
21/04/07,8:49,29730,29730,29720,29720,16,,8:57,29750,29770,29750,29760,224,,9:05,29770,29780,29760,29770,630,,9:25,29750,29840,29740,29810,800,,9:45,29830,29840,29800,29810,945,,10:05,29790,29820,29750,29800,1344,,10:45,29630,29720,29520,29710,6011,,12:45,29790,29810,29710,29740,2674,,,,,,,,,,,,,,
21/04/07,8:50,29720,29720,29720,29720,4,,9:00,29760,29760,29700,29750,471,,9:10,29770,29800,29770,29800,493,,9:35,29800,29870,29800,29840,1398,,10:00,29810,29810,29750,29800,1261,,10:25,29790,29790,29630,29630,2225,,11:15,29710,29740,29670,29700,2230,,13:45,29730,29760,29690,29730,2257,,,,,,,,,,,,,,
21/04/07,8:51,29720,29720,29720,29720,32,,9:03,29740,29790,29730,29780,417,,9:15,29810,29820,29770,29780,513,,9:45,29830,29840,29800,29810,556,,10:15,29800,29820,29750,29780,683,,10:45,29630,29670,29520,29660,3790,,11:45,29700,29730,29680,29720,941,,14:45,29730,29750,29700,29720,2302,,,,,,,,,,,,,,
21/04/07,8:52,29720,29720,29720,29720,15,,9:06,29780,29780,29760,29780,470,,9:20,29780,29800,29750,29750,437,,9:55,29800,29810,29780,29790,710,,10:30,29780,29780,29630,29630,1946,,11:05,29660,29740,29620,29680,3574,,12:15,29720,29800,29700,29780,1862,,15:15,29710,29710,29710,29710,900,,,,,,,,,,,,,,
21/04/07,8:53,29730,29730,29730,29730,18,,9:09,29780,29790,29770,29770,266,,9:25,29750,29790,29740,29790,298,,10:05,29790,29800,29750,29800,940,,10:45,29630,29630,29520,29590,2992,,11:25,29680,29710,29670,29700,877,,12:45,29790,29810,29780,29780,977,,16:30,29710,29710,29660,29680,1090,,,,,,,,,,,,,,
21/04/07,8:54,29730,29750,29730,29730,35,,9:12,29780,29800,29780,29800,309,,9:30,29790,29840,29780,29810,502,,10:15,29800,29820,29790,29800,404,,11:00,29590,29720,29590,29710,3019,,11:45,29700,29730,29680,29680,709,,13:15,29780,29780,29710,29740,1697,,17:30,29680,29690,29620,29630,1776,,,,,,,,,,,,,,
