Target Profit,Stop Loss,Total Profit,Success Trades,Failed Trades
21,9,-475.0,387,2240
21,10,-655.0,405,2222
21,11,-1089.0,410,2217
21,12,-816.0,432,2195
21,13,-1122.0,438,2189
21,14,-1253.0,448,2179
21,15,-1269.0,461,2166
21,16,-1090.0,472,2155
21,17,-1187.0,478,2149
21,18,-846.0,492,2135
21,19,-845.0,500,2127
21,20,-975.0,503,2124
21,21,-1207.0,505,2122
21,22,-1188.0,510,2117
21,23,-1354.0,516,2111
21,24,-1293.0,522,2105
21,25,-1165.0,527,2100
21,26,-1141.0,529,2098
21,27,-886.0,534,2093
21,28,-749.0,540,2087
21,29,-653.0,541,2086
21,30,-621.0,544,2083
21,31,-624.0,546,2081
21,32,-557.0,549,2078
21,33,-360.0,554,2073
21,34,-274.0,556,2071
21,35,-275.0,558,2069
21,36,-190.0,560,2067
21,37,-129.0,561,2066
21,38,-98.0,563,2064
21,39,-53.0,565,2062
21,40,108.0,568,2059
21,41,97.0,569,2058
21,42,212.0,571,2056
21,43,301.0,572,2055
21,44,305.0,572,2055
21,45,272.0,572,2055
21,46,296.0,573,2054
21,47,296.0,573,2054
21,48,345.0,574,2053
21,49,356.0,575,2052
21,50,318.0,575,2052
21,51,273.0,575,2052
21,52,376.0,576,2051
21,53,341.0,576,2051
21,54,408.0,577,2050
21,55,351.0,577,2050
21,56,462.0,578,2049
21,57,416.0,578,2049
21,58,363.0,578,2049
21,59,352.0,578,2049
21,60,304.0,578,2049
21,61,256.0,578,2049
21,62,285.0,578,2049
21,63,300.0,578,2049
21,64,301.0,578,2049
21,65,357.0,579,2048
21,66,447.0,580,2047
21,67,410.0,580,2047
21,68,409.0,580,2047
21,69,402.0,580,2047
21,70,395.0,580,2047
21,71,477.0,581,2046
21,72,452.0,581,2046
21,73,424.0,581,2046
21,74,396.0,581,2046
21,75,464.0,582,2045
21,76,480.0,582,2045
21,77,484.0,582,2045
21,78,558.0,583,2044
21,79,659.0,584,2043
21,80,637.0,584,2043
21,81,617.0,584,2043
21,82,708.0,585,2042
21,83,691.0,585,2042
21,84,673.0,585,2042
21,85,655.0,585,2042
21,86,744.0,586,2041
21,87,727.0,586,2041
21,88,729.0,586,2041
21,89,743.0,586,2041
21,90,840.0,587,2040
21,91,827.0,587,2040
21,92,814.0,587,2040
21,93,801.0,587,2040
21,94,788.0,587,2040
21,95,775.0,587,2040
21,96,762.0,587,2040
21,97,786.0,587,2040
21,98,774.0,587,2040
21,99,796.0,587,2040
22,0,0.0,0,2627
22,1,328.0,84,2543
22,2,180.0,140,2487
22,3,424.0,196,2431
22,4,330.0,229,2398
22,5,380.0,270,2357
22,6,158.0,293,2334
22,7,303.0,326,2301
22,8,-198.0,337,2290
22,9,-367.0,354,2273
22,10,-538.0,369,2258
22,11,-967.0,374,2253
22,12,-672.0,396,2231
22,13,-972.0,402,2225
22,14,-1111.0,411,2216
22,15,-1141.0,422,2205
22,16,-951.0,433,2194
22,17,-1042.0,439,2188
22,18,-687.0,453,2174
22,19,-741.0,459,2168
22,20,-868.0,462,2165
22,21,-1098.0,464,2163
22,22,-1090.0,468,2159
22,23,-1283.0,473,2154
22,24,-1259.0,478,2149
22,25,-1126.0,483,2144
22,26,-1100.0,485,2142
22,27,-840.0,490,2137
22,28,-739.0,495,2132
22,29,-642.0,496,2131
22,30,-607.0,499,2128
22,31,-608.0,501,2126
22,32,-538.0,504,2123
22,33,-374.0,508,2119
22,34,-297.0,509,2118
22,35,-296.0,511,2116
22,36,-209.0,513,2114
22,37,-147.0,514,2113
22,38,-114.0,516,2111
22,39,-67.0,518,2109
22,40,97.0,521,2106
22,41,87.0,522,2105
22,42,204.0,524,2103
22,43,294.0,525,2102
22,44,298.0,525,2102
22,45,265.0,525,2102
22,46,290.0,526,2101
22,47,290.0,526,2101
22,48,340.0,527,2100
22,49,352.0,528,2099
22,50,314.0,528,2099
22,51,269.0,528,2099
22,52,373.0,529,2098
22,53,338.0,529,2098
22,54,406.0,530,2097
22,55,349.0,530,2097
22,56,461.0,531,2096
22,57,415.0,531,2096
22,58,362.0,531,2096
22,59,351.0,531,2096
22,60,303.0,531,2096
22,61,255.0,531,2096
22,62,284.0,531,2096
22,63,299.0,531,2096
22,64,300.0,531,2096
22,65,357.0,532,2095
22,66,448.0,533,2094
22,67,411.0,533,2094
22,68,410.0,533,2094
22,69,403.0,533,2094
22,70,396.0,533,2094
22,71,479.0,534,2093
22,72,454.0,534,2093
22,73,426.0,534,2093
22,74,398.0,534,2093
22,75,467.0,535,2092
22,76,483.0,535,2092
22,77,487.0,535,2092
22,78,562.0,536,2091
22,79,565.0,536,2091
22,80,543.0,536,2091
22,81,523.0,536,2091
22,82,615.0,537,2090
22,83,598.0,537,2090
22,84,580.0,537,2090
22,85,562.0,537,2090
22,86,652.0,538,2089
22,87,635.0,538,2089
22,88,637.0,538,2089
22,89,651.0,538,2089
22,90,749.0,539,2088
22,91,736.0,539,2088
22,92,723.0,539,2088
22,93,710.0,539,2088
22,94,697.0,539,2088
22,95,684.0,539,2088
22,96,671.0,539,2088
22,97,695.0,539,2088
22,98,683.0,539,2088
22,99,705.0,539,2088
23,0,0.0,0,2627
23,1,338.0,77,2550
23,2,197.0,128,2499
23,3,447.0,178,2449
23,4,383.0,210,2417
23,5,466.0,249,2378
23,6,255.0,271,2356
23,7,422.0,303,2324
23,8,-68.0,314,2313
23,9,-252.0,329,2298
23,10,-408.0,344,2283
23,11,-832.0,349,2278
23,12,-530.0,370,2257
23,13,-835.0,375,2252
23,14,-979.0,383,2244
23,15,-998.0,394,2233
23,16,-797.0,405,2222
23,17,-917.0,410,2217
23,18,-548.0,424,2203
23,19,-596.0,430,2197
23,20,-720.0,433,2194
23,21,-948.0,435,2192
23,22,-936.0,439,2188
23,23,-1124.0,444,2183
23,24,-1095.0,449,2178
23,25,-957.0,454,2173
23,26,-929.0,456,2171
23,27,-664.0,461,2166
23,28,-558.0,466,2161
23,29,-460.0,467,2160
23,30,-422.0,470,2157
23,31,-421.0,472,2155
23,32,-348.0,475,2152
23,33,-215.0,478,2149
23,34,-137.0,479,2148
23,35,-134.0,481,2146
23,36,-45.0,483,2144
23,37,18.0,484,2143
23,38,53.0,486,2141
23,39,102.0,488,2139
23,40,269.0,491,2136
23,41,260.0,492,2135
23,42,379.0,494,2133
23,43,470.0,495,2132
23,44,474.0,495,2132
23,45,441.0,495,2132
23,46,467.0,496,2131
23,47,467.0,496,2131
23,48,518.0,497,2130
23,49,473.0,497,2130
23,50,435.0,497,2130
23,51,390.0,497,2130
23,52,495.0,498,2129
23,53,460.0,498,2129
23,54,529.0,499,2128
23,55,472.0,499,2128
23,56,585.0,500,2127
23,57,539.0,500,2127
23,58,486.0,500,2127
23,59,475.0,500,2127
23,60,427.0,500,2127
23,61,379.0,500,2127
23,62,408.0,500,2127
23,63,423.0,500,2127
23,64,424.0,500,2127
23,65,482.0,501,2126
23,66,574.0,502,2125
23,67,537.0,502,2125
23,68,536.0,502,2125
23,69,529.0,502,2125
23,70,522.0,502,2125
23,71,606.0,503,2124
23,72,581.0,503,2124
23,73,553.0,503,2124
23,74,525.0,503,2124
23,75,595.0,504,2123
23,76,611.0,504,2123
23,77,615.0,504,2123
23,78,691.0,505,2122
23,79,694.0,505,2122
23,80,672.0,505,2122
23,81,652.0,505,2122
23,82,745.0,506,2121
23,83,728.0,506,2121
23,84,710.0,506,2121
23,85,692.0,506,2121
23,86,783.0,507,2120
23,87,766.0,507,2120
23,88,768.0,507,2120
23,89,782.0,507,2120
23,90,881.0,508,2119
23,91,868.0,508,2119
23,92,855.0,508,2119
23,93,842.0,508,2119
23,94,829.0,508,2119
23,95,816.0,508,2119
23,96,803.0,508,2119
23,97,827.0,508,2119
23,98,815.0,508,2119
23,99,837.0,508,2119
24,0,0.0,0,2627
24,1,362.0,71,2556
24,2,235.0,119,2508
24,3,500.0,166,2461
24,4,468.0,198,2429
24,5,583.0,235,2392
24,6,374.0,256,2371
24,7,531.0,286,2341
24,8,52.0,297,2330
24,9,-117.0,312,2315
24,10,-258.0,327,2300
24,11,-677.0,332,2295
24,12,-371.0,351,2276
24,13,-671.0,356,2271
24,14,-807.0,364,2263
24,15,-815.0,375,2252
24,16,-603.0,386,2241
24,17,-718.0,391,2236
24,18,-388.0,403,2224
24,19,-430.0,409,2218
24,20,-592.0,411,2216
24,21,-818.0,413,2214
24,22,-802.0,417,2210
24,23,-996.0,420,2207
24,24,-962.0,425,2202
24,25,-819.0,430,2197
24,26,-789.0,432,2195
24,27,-519.0,437,2190
24,28,-408.0,442,2185
24,29,-343.0,442,2185
24,30,-302.0,445,2182
24,31,-299.0,447,2180
24,32,-223.0,450,2177
24,33,-87.0,453,2174
24,34,-8.0,454,2173
24,35,-61.0,455,2172
24,36,30.0,457,2170
24,37,94.0,458,2169
24,38,131.0,460,2167
24,39,131.0,461,2166
24,40,301.0,464,2163
24,41,293.0,465,2162
24,42,355.0,466,2161
24,43,447.0,467,2160
24,44,451.0,467,2160
24,45,418.0,467,2160
24,46,445.0,468,2159
24,47,445.0,468,2159
24,48,497.0,469,2158
24,49,452.0,469,2158
24,50,414.0,469,2158
24,51,369.0,469,2158
24,52,405.0,469,2158
24,53,370.0,469,2158
24,54,440.0,470,2157
24,55,383.0,470,2157
24,56,497.0,471,2156
24,57,451.0,471,2156
24,58,398.0,471,2156
24,59,387.0,471,2156
24,60,339.0,471,2156
24,61,291.0,471,2156
24,62,320.0,471,2156
24,63,335.0,471,2156
24,64,336.0,471,2156
24,65,395.0,472,2155
24,66,488.0,473,2154
24,67,451.0,473,2154
24,68,450.0,473,2154
24,69,443.0,473,2154
24,70,436.0,473,2154
24,71,521.0,474,2153
24,72,496.0,474,2153
24,73,468.0,474,2153
24,74,440.0,474,2153
24,75,511.0,475,2152
24,76,527.0,475,2152
24,77,531.0,475,2152
24,78,608.0,476,2151
24,79,611.0,476,2151
24,80,589.0,476,2151
24,81,569.0,476,2151
24,82,663.0,477,2150
24,83,646.0,477,2150
24,84,628.0,477,2150
24,85,610.0,477,2150
24,86,702.0,478,2149
24,87,685.0,478,2149
24,88,687.0,478,2149
24,89,701.0,478,2149
24,90,801.0,479,2148
24,91,788.0,479,2148
24,92,775.0,479,2148
24,93,762.0,479,2148
24,94,749.0,479,2148
24,95,736.0,479,2148
24,96,723.0,479,2148
24,97,747.0,479,2148
24,98,735.0,479,2148
24,99,757.0,479,2148
25,0,0.0,0,2627
25,1,390.0,65,2562
25,2,290.0,111,2516
25,3,571.0,154,2473
25,4,559.0,185,2442
25,5,710.0,221,2406
25,6,494.0,239,2388
25,7,624.0,265,2362
25,8,148.0,274,2353
25,9,-8.0,288,2339
25,10,-142.0,302,2325
25,11,-556.0,307,2320
25,12,-231.0,326,2301
25,13,-526.0,331,2296
25,14,-654.0,339,2288
25,15,-679.0,349,2278
25,16,-462.0,359,2268
25,17,-572.0,364,2263
25,18,-230.0,376,2251
25,19,-266.0,382,2245
25,20,-426.0,384,2243
25,21,-650.0,386,2241
25,22,-630.0,390,2237
25,23,-821.0,393,2234
25,24,-782.0,398,2229
25,25,-634.0,403,2224
25,26,-602.0,405,2222
25,27,-334.0,408,2219
25,28,-218.0,413,2214
25,29,-153.0,413,2214
25,30,-109.0,416,2211
25,31,-104.0,418,2209
25,32,-25.0,421,2206
25,33,114.0,424,2203
25,34,194.0,425,2202
25,35,142.0,426,2201
25,36,197.0,427,2200
25,37,262.0,428,2199
25,38,301.0,430,2197
25,39,302.0,431,2196
25,40,475.0,434,2193
25,41,468.0,435,2192
25,42,531.0,436,2191
25,43,624.0,437,2190
25,44,628.0,437,2190
25,45,595.0,437,2190
25,46,623.0,438,2189
25,47,623.0,438,2189
25,48,676.0,439,2188
25,49,631.0,439,2188
25,50,593.0,439,2188
25,51,548.0,439,2188
25,52,584.0,439,2188
25,53,549.0,439,2188
25,54,620.0,440,2187
25,55,563.0,440,2187
25,56,678.0,441,2186
25,57,632.0,441,2186
25,58,579.0,441,2186
25,59,568.0,441,2186
25,60,520.0,441,2186
25,61,472.0,441,2186
25,62,501.0,441,2186
25,63,516.0,441,2186
25,64,517.0,441,2186
25,65,577.0,442,2185
25,66,671.0,443,2184
25,67,634.0,443,2184
25,68,633.0,443,2184
25,69,626.0,443,2184
25,70,619.0,443,2184
25,71,705.0,444,2183
25,72,680.0,444,2183
25,73,652.0,444,2183
25,74,624.0,444,2183
25,75,696.0,445,2182
25,76,712.0,445,2182
25,77,716.0,445,2182
25,78,719.0,445,2182
25,79,722.0,445,2182
25,80,700.0,445,2182
25,81,680.0,445,2182
25,82,775.0,446,2181
25,83,758.0,446,2181
25,84,740.0,446,2181
25,85,722.0,446,2181
25,86,815.0,447,2180
25,87,798.0,447,2180
25,88,800.0,447,2180
25,89,814.0,447,2180
25,90,915.0,448,2179
25,91,902.0,448,2179
25,92,889.0,448,2179
25,93,876.0,448,2179
25,94,863.0,448,2179
25,95,850.0,448,2179
25,96,837.0,448,2179
25,97,861.0,448,2179
25,98,849.0,448,2179
25,99,871.0,448,2179
26,0,0.0,0,2627
26,1,412.0,59,2568
26,2,346.0,103,2524
26,3,632.0,143,2484
26,4,585.0,169,2458
26,5,709.0,199,2428
26,6,511.0,217,2410
26,7,666.0,242,2385
26,8,170.0,249,2378
26,9,28.0,263,2364
26,10,-121.0,276,2351
26,11,-530.0,281,2346
26,12,-208.0,299,2328
26,13,-502.0,303,2324
26,14,-622.0,311,2316
26,15,-637.0,321,2306
26,16,-436.0,330,2297
26,17,-548.0,334,2293
26,18,-194.0,346,2281
26,19,-224.0,352,2275
26,20,-382.0,354,2273
26,21,-646.0,355,2272
26,22,-622.0,359,2268
26,23,-810.0,362,2265
26,24,-766.0,367,2260
26,25,-613.0,372,2255
26,26,-579.0,374,2253
26,27,-308.0,377,2250
26,28,-187.0,382,2245
26,29,-122.0,382,2245
26,30,-126.0,384,2243
26,31,-121.0,385,2242
26,32,-92.0,387,2240
26,33,50.0,390,2237
26,34,131.0,391,2236
26,35,80.0,392,2235
26,36,136.0,393,2234
26,37,202.0,394,2233
26,38,243.0,396,2231
26,39,245.0,397,2230
26,40,421.0,400,2227
26,41,415.0,401,2226
26,42,479.0,402,2225
26,43,506.0,402,2225
26,44,510.0,402,2225
26,45,477.0,402,2225
26,46,455.0,402,2225
26,47,455.0,402,2225
26,48,509.0,403,2224
26,49,464.0,403,2224
26,50,426.0,403,2224
26,51,381.0,403,2224
26,52,417.0,403,2224
26,53,382.0,403,2224
26,54,454.0,404,2223
26,55,397.0,404,2223
26,56,513.0,405,2222
26,57,467.0,405,2222
26,58,414.0,405,2222
26,59,403.0,405,2222
26,60,355.0,405,2222
26,61,307.0,405,2222
26,62,336.0,405,2222
26,63,351.0,405,2222
26,64,352.0,405,2222
26,65,413.0,406,2221
26,66,508.0,407,2220
26,67,471.0,407,2220
26,68,470.0,407,2220
26,69,463.0,407,2220
26,70,456.0,407,2220
26,71,453.0,407,2220
26,72,428.0,407,2220
26,73,400.0,407,2220
26,74,372.0,407,2220
26,75,445.0,408,2219
26,76,461.0,408,2219
26,77,465.0,408,2219
26,78,468.0,408,2219
26,79,471.0,408,2219
26,80,449.0,408,2219
26,81,429.0,408,2219
26,82,525.0,409,2218
26,83,508.0,409,2218
26,84,490.0,409,2218
26,85,472.0,409,2218
26,86,566.0,410,2217
26,87,549.0,410,2217
26,88,551.0,410,2217
26,89,565.0,410,2217
26,90,667.0,411,2216
26,91,654.0,411,2216
26,92,641.0,411,2216
26,93,628.0,411,2216
26,94,615.0,411,2216
26,95,602.0,411,2216
26,96,589.0,411,2216
26,97,613.0,411,2216
26,98,601.0,411,2216
26,99,623.0,411,2216
27,0,0.0,0,2627
27,1,462.0,58,2569
27,2,397.0,96,2531
27,3,697.0,134,2493
27,4,658.0,159,2468
27,5,795.0,187,2440
27,6,606.0,204,2423
27,7,760.0,228,2399
27,8,258.0,233,2394
27,9,101.0,246,2381
27,10,-49.0,258,2369
27,11,-453.0,263,2364
27,12,-144.0,280,2347
27,13,-434.0,284,2343
27,14,-570.0,291,2336
27,15,-576.0,300,2327
27,16,-366.0,309,2318
27,17,-474.0,313,2314
27,18,-108.0,325,2302
27,19,-172.0,330,2297
27,20,-328.0,332,2295
27,21,-591.0,333,2294
27,22,-563.0,337,2290
27,23,-748.0,340,2287
27,24,-699.0,345,2282
27,25,-541.0,350,2277
27,26,-505.0,352,2275
27,27,-264.0,354,2273
27,28,-138.0,359,2268
27,29,-73.0,359,2268
27,30,-75.0,361,2266
27,31,-69.0,362,2265
27,32,-38.0,364,2263
27,33,107.0,367,2260
27,34,189.0,368,2259
27,35,139.0,369,2258
27,36,196.0,370,2257
27,37,263.0,371,2256
27,38,306.0,373,2254
27,39,309.0,374,2253
27,40,488.0,377,2250
27,41,483.0,378,2249
27,42,548.0,379,2248
27,43,575.0,379,2248
27,44,579.0,379,2248
27,45,546.0,379,2248
27,46,524.0,379,2248
27,47,524.0,379,2248
27,48,579.0,380,2247
27,49,534.0,380,2247
27,50,496.0,380,2247
27,51,451.0,380,2247
27,52,487.0,380,2247
27,53,452.0,380,2247
27,54,500.0,380,2247
27,55,443.0,380,2247
27,56,560.0,381,2246
27,57,514.0,381,2246
27,58,461.0,381,2246
27,59,450.0,381,2246
27,60,402.0,381,2246
27,61,354.0,381,2246
27,62,383.0,381,2246
27,63,398.0,381,2246
27,64,399.0,381,2246
27,65,461.0,382,2245
27,66,557.0,383,2244
27,67,520.0,383,2244
27,68,519.0,383,2244
27,69,512.0,383,2244
27,70,505.0,383,2244
27,71,502.0,383,2244
27,72,477.0,383,2244
27,73,449.0,383,2244
27,74,421.0,383,2244
27,75,495.0,384,2243
27,76,511.0,384,2243
27,77,515.0,384,2243
27,78,518.0,384,2243
27,79,521.0,384,2243
27,80,499.0,384,2243
27,81,479.0,384,2243
27,82,491.0,384,2243
27,83,474.0,384,2243
27,84,456.0,384,2243
27,85,438.0,384,2243
27,86,533.0,385,2242
27,87,516.0,385,2242
27,88,518.0,385,2242
27,89,532.0,385,2242
27,90,635.0,386,2241
27,91,622.0,386,2241
27,92,609.0,386,2241
27,93,596.0,386,2241
27,94,583.0,386,2241
27,95,570.0,386,2241
27,96,557.0,386,2241
27,97,581.0,386,2241
27,98,569.0,386,2241
27,99,591.0,386,2241
28,0,0.0,0,2627
28,1,517.0,57,2570
28,2,474.0,93,2534
28,3,793.0,127,2500
28,4,750.0,151,2476
28,5,915.0,179,2448
28,6,743.0,196,2431
28,7,894.0,218,2409
28,8,397.0,223,2404
28,9,217.0,234,2393
28,10,55.0,244,2383
28,11,-344.0,249,2378
28,12,-36.0,265,2362
28,13,-322.0,269,2358
28,14,-451.0,276,2351
28,15,-448.0,285,2342
28,16,-229.0,294,2333
28,17,-353.0,297,2330
28,18,25.0,309,2318
28,19,-34.0,314,2313
28,20,-188.0,316,2311
28,21,-450.0,317,2310
28,22,-418.0,321,2306
28,23,-600.0,324,2303
28,24,-546.0,329,2298
28,25,-383.0,334,2293
28,26,-345.0,336,2291
28,27,-106.0,337,2290
28,28,25.0,342,2285
28,29,90.0,342,2285
28,30,77.0,343,2284
28,31,84.0,344,2283
28,32,117.0,346,2281
28,33,265.0,349,2278
28,34,348.0,350,2277
28,35,299.0,351,2276
28,36,357.0,352,2275
28,37,425.0,353,2274
28,38,470.0,355,2272
28,39,474.0,356,2271
28,40,656.0,359,2268
28,41,652.0,360,2267
28,42,718.0,361,2266
28,43,745.0,361,2266
28,44,749.0,361,2266
28,45,716.0,361,2266
28,46,694.0,361,2266
28,47,694.0,361,2266
28,48,750.0,362,2265
28,49,705.0,362,2265
28,50,667.0,362,2265
28,51,622.0,362,2265
28,52,658.0,362,2265
28,53,623.0,362,2265
28,54,671.0,362,2265
28,55,614.0,362,2265
28,56,732.0,363,2264
28,57,686.0,363,2264
28,58,633.0,363,2264
28,59,622.0,363,2264
28,60,574.0,363,2264
28,61,526.0,363,2264
28,62,555.0,363,2264
28,63,570.0,363,2264
28,64,571.0,363,2264
28,65,634.0,364,2263
28,66,731.0,365,2262
28,67,694.0,365,2262
28,68,693.0,365,2262
28,69,686.0,365,2262
28,70,679.0,365,2262
28,71,676.0,365,2262
28,72,651.0,365,2262
28,73,623.0,365,2262
28,74,595.0,365,2262
28,75,670.0,366,2261
28,76,686.0,366,2261
28,77,690.0,366,2261
28,78,693.0,366,2261
28,79,696.0,366,2261
28,80,674.0,366,2261
28,81,654.0,366,2261
28,82,666.0,366,2261
28,83,649.0,366,2261
28,84,631.0,366,2261
28,85,613.0,366,2261
28,86,709.0,367,2260
28,87,692.0,367,2260
28,88,694.0,367,2260
28,89,708.0,367,2260
28,90,812.0,368,2259
28,91,799.0,368,2259
28,92,786.0,368,2259
28,93,773.0,368,2259
28,94,760.0,368,2259
28,95,747.0,368,2259
28,96,734.0,368,2259
28,97,758.0,368,2259
28,98,746.0,368,2259
28,99,768.0,368,2259
29,0,0.0,0,2627
29,1,553.0,54,2573
29,2,494.0,83,2544
29,3,810.0,114,2513
29,4,772.0,137,2490
29,5,921.0,162,2465
29,6,763.0,178,2449
29,7,870.0,197,2430
29,8,365.0,201,2426
29,9,185.0,211,2416
29,10,33.0,221,2406
29,11,-362.0,225,2402
29,12,-53.0,239,2388
29,13,-347.0,242,2385
29,14,-469.0,249,2378
29,15,-461.0,257,2370
29,16,-233.0,266,2361
29,17,-354.0,269,2358
29,18,36.0,281,2346
29,19,-26.0,285,2342
29,20,-178.0,287,2340
29,21,-439.0,288,2339
29,22,-403.0,292,2335
29,23,-582.0,295,2332
29,24,-523.0,300,2327
29,25,-355.0,305,2322
29,26,-315.0,307,2320
29,27,-75.0,308,2319
29,28,26.0,312,2315
29,29,91.0,312,2315
29,30,79.0,313,2314
29,31,87.0,314,2313
29,32,86.0,315,2312
29,33,231.0,317,2310
29,34,315.0,318,2309
29,35,267.0,319,2308
29,36,326.0,320,2307
29,37,395.0,321,2306
29,38,442.0,323,2304
29,39,411.0,323,2304
29,40,596.0,326,2301
29,41,593.0,327,2300
29,42,660.0,328,2299
29,43,687.0,328,2299
29,44,691.0,328,2299
29,45,658.0,328,2299
29,46,636.0,328,2299
29,47,636.0,328,2299
29,48,693.0,329,2298
29,49,648.0,329,2298
29,50,610.0,329,2298
29,51,565.0,329,2298
29,52,601.0,329,2298
29,53,566.0,329,2298
29,54,614.0,329,2298
29,55,557.0,329,2298
29,56,676.0,330,2297
29,57,630.0,330,2297
29,58,577.0,330,2297
29,59,566.0,330,2297
29,60,518.0,330,2297
29,61,470.0,330,2297
29,62,499.0,330,2297
29,63,514.0,330,2297
29,64,515.0,330,2297
29,65,579.0,331,2296
29,66,677.0,332,2295
29,67,640.0,332,2295
29,68,639.0,332,2295
29,69,632.0,332,2295
29,70,625.0,332,2295
29,71,622.0,332,2295
29,72,597.0,332,2295
29,73,569.0,332,2295
29,74,541.0,332,2295
29,75,617.0,333,2294
29,76,633.0,333,2294
29,77,637.0,333,2294
29,78,640.0,333,2294
29,79,643.0,333,2294
29,80,621.0,333,2294
29,81,601.0,333,2294
29,82,613.0,333,2294
29,83,596.0,333,2294
29,84,578.0,333,2294
29,85,560.0,333,2294
29,86,657.0,334,2293
29,87,640.0,334,2293
29,88,642.0,334,2293
29,89,656.0,334,2293
29,90,761.0,335,2292
29,91,748.0,335,2292
29,92,735.0,335,2292
29,93,722.0,335,2292
29,94,709.0,335,2292
29,95,696.0,335,2292
29,96,683.0,335,2292
29,97,707.0,335,2292
29,98,695.0,335,2292
29,99,717.0,335,2292
30,0,0.0,0,2627
30,1,577.0,50,2577
30,2,537.0,78,2549
30,3,880.0,107,2520
30,4,856.0,128,2499
30,5,999.0,151,2476
30,6,852.0,166,2461
30,7,963.0,184,2443
30,8,462.0,188,2439
30,9,278.0,197,2430
30,10,132.0,206,2421
30,11,-259.0,210,2417
30,12,64.0,224,2403
30,13,-227.0,227,2400
30,14,-406.0,232,2395
30,15,-411.0,239,2388
30,16,-220.0,246,2381
30,17,-345.0,248,2379
30,18,-12.0,258,2369
30,19,-115.0,261,2366
30,20,-265.0,263,2364
30,21,-525.0,264,2363
30,22,-485.0,268,2359
30,23,-661.0,271,2356
30,24,-597.0,276,2351
30,25,-424.0,281,2346
30,26,-382.0,283,2344
30,27,-141.0,284,2343
30,28,-54.0,287,2340
30,29,11.0,287,2340
30,30,0.0,288,2339
30,31,9.0,289,2338
30,32,-46.0,289,2338
30,33,101.0,291,2336
30,34,186.0,292,2335
30,35,139.0,293,2334
30,36,199.0,294,2333
30,37,269.0,295,2332
30,38,318.0,297,2330
30,39,287.0,297,2330
30,40,419.0,299,2328
30,41,417.0,300,2327
30,42,485.0,301,2326
30,43,512.0,301,2326
30,44,516.0,301,2326
30,45,483.0,301,2326
30,46,461.0,301,2326
30,47,461.0,301,2326
30,48,519.0,302,2325
30,49,474.0,302,2325
30,50,436.0,302,2325
30,51,391.0,302,2325
30,52,427.0,302,2325
30,53,392.0,302,2325
30,54,440.0,302,2325
30,55,383.0,302,2325
30,56,503.0,303,2324
30,57,457.0,303,2324
30,58,404.0,303,2324
30,59,393.0,303,2324
30,60,345.0,303,2324
30,61,297.0,303,2324
30,62,326.0,303,2324
30,63,341.0,303,2324
30,64,342.0,303,2324
30,65,407.0,304,2323
30,66,506.0,305,2322
30,67,469.0,305,2322
30,68,468.0,305,2322
30,69,461.0,305,2322
30,70,454.0,305,2322
30,71,451.0,305,2322
30,72,426.0,305,2322
30,73,398.0,305,2322
30,74,370.0,305,2322
30,75,447.0,306,2321
30,76,463.0,306,2321
30,77,467.0,306,2321
30,78,470.0,306,2321
30,79,473.0,306,2321
30,80,451.0,306,2321
30,81,431.0,306,2321
30,82,443.0,306,2321
30,83,426.0,306,2321
30,84,408.0,306,2321
30,85,390.0,306,2321
30,86,488.0,307,2320
30,87,471.0,307,2320
30,88,473.0,307,2320
30,89,487.0,307,2320
30,90,593.0,308,2319
30,91,580.0,308,2319
30,92,567.0,308,2319
30,93,554.0,308,2319
30,94,541.0,308,2319
30,95,528.0,308,2319
30,96,515.0,308,2319
30,97,539.0,308,2319
30,98,527.0,308,2319
30,99,549.0,308,2319
31,0,0.0,0,2627
31,1,611.0,46,2581
31,2,596.0,73,2554
31,3,926.0,100,2527
31,4,923.0,121,2506
31,5,1069.0,143,2484
31,6,912.0,156,2471
31,7,1037.0,173,2454
31,8,540.0,177,2450
31,9,327.0,185,2442
31,10,189.0,193,2434
31,11,-198.0,197,2430
31,12,139.0,211,2416
31,13,-149.0,214,2413
31,14,-323.0,219,2408
31,15,-321.0,226,2401
31,16,-123.0,233,2394
31,17,-246.0,235,2392
31,18,97.0,245,2382
31,19,-3.0,248,2379
31,20,-151.0,250,2377
31,21,-410.0,251,2376
31,22,-372.0,254,2373
31,23,-555.0,256,2371
31,24,-486.0,261,2366
31,25,-308.0,266,2361
31,26,-264.0,268,2359
31,27,-22.0,269,2358
31,28,68.0,272,2355
31,29,133.0,272,2355
31,30,70.0,272,2355
31,31,80.0,273,2354
31,32,25.0,273,2354
31,33,174.0,275,2352
31,34,244.0,275,2352
31,35,198.0,276,2351
31,36,259.0,277,2350
31,37,330.0,278,2349
31,38,381.0,280,2347
31,39,350.0,280,2347
31,40,484.0,282,2345
31,41,483.0,283,2344
31,42,552.0,284,2343
31,43,579.0,284,2343
31,44,583.0,284,2343
31,45,550.0,284,2343
31,46,528.0,284,2343
31,47,528.0,284,2343
31,48,587.0,285,2342
31,49,542.0,285,2342
31,50,504.0,285,2342
31,51,459.0,285,2342
31,52,495.0,285,2342
31,53,460.0,285,2342
31,54,508.0,285,2342
31,55,451.0,285,2342
31,56,572.0,286,2341
31,57,526.0,286,2341
31,58,473.0,286,2341
31,59,462.0,286,2341
31,60,414.0,286,2341
31,61,366.0,286,2341
